"Table S9: Differential expression statistics for those features that were significant and replicated in case-control comparisons. Based on N=351 independent samples/subjects and linear regression (two-sided p-values), see Methods.",,,,,,,,,,,,,,,,,,,,,,
Feature,Type,Symbol,EntrezID,EnsemblGeneID,AnnoClass,meanExprsAdult,Coordinates,log2FC_adj,pval_adj,fdr_adj,log2FC_qsva,pval_qsva,fdr_qsva,log2FC_pca,pval_pca,fdr_pca,CMC_log2FC_adj,CMC_pval_adj,CMC_log2FC_qsva,CMC_pval_qsva,CMC_log2FC_pca,CMC_pval_pca
e761433,Exon,DPY19L2,283417,ENSG00000177990,InEns,2.230112918,chr12:63977592-63977942(-),0.093477612,0.140438114,0.367523146,0.164059136,4.22E-05,0.052883972,0.170021022,2.58E-05,0.015514869,0.079195105,0.129859044,0.074308417,0.028832609,0.069823268,0.028435467
e340750,Exon,HOMER1,9456,ENSG00000152413,InEns,25.20409619,chr5:78752685-78752841(-),-0.289531918,0.000534753,0.017084358,-0.15342607,4.34E-05,0.052883972,-0.109505592,0.004633508,0.151312033,-0.011092045,0.847110711,-0.068572089,0.023453503,-0.065611632,0.013516577
er271696,ER,KLC1,3831,ENSG00000126214,Novel,5.065148734,chr14:104167270-104167369(*),0.359780046,7.32E-06,0.002441779,0.314675479,4.37E-05,0.068133277,0.314171728,4.27E-05,0.036885546,0.051890891,0.57871005,0.170680296,0.03608633,0.091606963,0.306062081
e909306,Exon,HMOX2,3163,ENSG00000103415,InEns,72.78572743,chr16:4557714-4558205(+),-0.068303748,0.019721748,0.124128399,-0.06031846,4.39E-05,0.052883972,-0.079417561,7.14E-07,0.003028826,-0.042608179,0.241243783,-0.054360626,0.003659155,-0.013034639,0.307733641
e372681,Exon,ADAMTS2,9509,ENSG00000087116,InEns,1.698655819,chr5:178552999-178553131(-),0.388048772,5.58E-10,6.90E-06,0.22413937,4.45E-05,0.052883972,0.191577474,0.000444316,0.055279161,0.129424839,0.002855127,0.130314867,0.000649046,0.126880166,0.000809419
e599198,Exon,FAM78A,101927137,ENSG00000126882,InEns,3.261683807,chr9:134133463-134136737(-),-0.054430065,0.09094531,0.289737796,-0.092632912,4.46E-05,0.052883972,-0.074529073,0.000790449,0.069879793,-0.058129823,0.010020006,-0.038585547,0.015667077,-0.02216979,0.073720902
e347431,Exon,DCP2,167227,ENSG00000172795,InEns,5.017890763,chr5:112349018-112355820(+),0.005893592,0.869596565,0.943106271,0.079149999,4.46E-05,0.052883972,0.066082781,8.39E-05,0.026618892,0.081979108,0.041853291,0.0635309,0.002862263,1.74E-05,0.999101617
e854994,Exon,GABRA5,2558,ENSG00000186297,InEns,61.57871706,chr15:27113876-27113940(+),0.03271542,0.736105419,0.874227487,0.14529563,4.47E-05,0.052883972,0.169741983,1.12E-06,0.003634726,0.125427989,0.016177507,0.126892943,0.000534311,0.147275462,1.24E-05
e457511,Exon,PEG10,23089,ENSG00000242265,InEns,29.47207513,chr7:94292646-94299007(+),0.092358467,0.004395767,0.05426041,0.108887112,4.47E-05,0.052883972,0.112883754,1.29E-05,0.011282915,0.185953802,1.96E-05,0.148327383,1.16E-05,0.070533452,0.009260685
e213730,Exon,EPM2AIP1,9852,ENSG00000178567,InEns,10.50170894,chr3:37027357-37034795(-),0.020126403,0.518695514,0.736510631,0.057512963,4.53E-05,0.053337519,0.058675121,3.19E-05,0.016975317,0.067753855,0.021015135,0.033276428,0.01764742,0.016837246,0.171119671
e501070,Exon,SLC7A3,84889,ENSG00000165349,InEns,1.305008623,chrX:70145920-70146028(-),0.176220715,0.000130382,0.007823585,0.193924371,4.57E-05,0.053555754,0.18363929,0.00017745,0.036974659,0.066851086,0.036386042,0.070540647,0.023464472,0.048471517,0.132804887
e1114063,Exon,SCN1B,6324,ENSG00000105711,InEns,227.811648,chr19:35524403-35524643(+),-0.097931449,0.117671802,0.333425432,-0.153668166,4.61E-05,0.053659068,-0.198834887,1.15E-07,0.001430239,-0.145870394,0.006722626,-0.134292858,0.000958189,-0.092745301,0.006416541
ENSG00000101463,Gene,SYNDIG1,79953,ENSG00000101463,InEns,16.19440659,chr20:24449835-24647252(+),-0.077819699,0.022065948,0.1297282,-0.078667749,4.62E-05,0.020281844,-0.02458339,0.174031342,0.631979645,-0.064430698,0.023137445,-0.050808253,0.00697528,0.009660003,0.436071397
e909360,Exon,HMOX2,3163,ENSG00000103415,InEns,73.28877563,chr16:4557714-4558198(+),-0.067067578,0.023128639,0.135445215,-0.0603706,4.64E-05,0.053888809,-0.079373791,7.83E-07,0.003118117,-0.043378521,0.235148529,-0.054895458,0.003411891,-0.013415257,0.293485659
er210309,ER,ATRNL1,26033,ENSG00000107518,Novel,3.986722386,chr10:116872924-116872985(*),-0.256790582,0.002972947,0.060348135,-0.327849357,4.69E-05,0.07229602,-0.266342847,0.000845091,0.114569021,-0.106342717,0.036511701,-0.139081711,0.000617885,-0.063807171,0.096186483
er293275,ER,,101060604,ENSG00000180747,Novel,54.09550824,chr16:21511443-21511960(*),0.246461114,0.02174783,0.16536395,0.319007964,4.73E-05,0.072560153,0.248164071,0.000825464,0.113209384,0.13518783,0.087534957,0.137907641,0.00851157,0.106918849,0.033215952
e999356,Exon,FMNL1,752,ENSG00000184922,InEns,43.42372906,chr17:43322186-43322266(+),-0.102198097,0.034125406,0.16836585,-0.135765881,4.78E-05,0.05506734,-0.105324057,0.001126384,0.080528663,-0.150173431,0.00655999,-0.12126298,0.001687059,-0.071036148,0.051850808
e939615,Exon,CBFB,865,ENSG00000067955,InEns,6.974829377,chr16:67132613-67134961(+),0.131562215,0.039127561,0.181614043,0.100789747,4.80E-05,0.05506734,0.11666619,8.93E-07,0.003320918,0.107462418,0.020877589,0.085394069,0.000593815,0.063375533,0.002218804
e939624,Exon,CBFB,865,ENSG00000067955,InEns,7.083378844,chr16:67132613-67134925(+),0.131783809,0.039230815,0.181859249,0.100983223,4.82E-05,0.055201686,0.116884646,8.97E-07,0.003320918,0.107770014,0.020877658,0.085634871,0.000592898,0.063521072,0.002221479
ENSG00000105711,Gene,SCN1B,6324,ENSG00000105711,InEns,31.22513461,chr19:35521588-35531352(+),-0.076749282,0.151095014,0.390644579,-0.142818292,4.83E-05,0.020281844,-0.08761367,0.001312691,0.125960625,-0.163360585,0.000502425,-0.129436339,0.000370195,-0.039944269,0.131121861
e601741,Exon,OLFM1,10439,ENSG00000130558,InEns,325.2414268,chr9:137990132-137990351(+),-0.153638005,0.024999136,0.141445234,-0.107541422,4.91E-05,0.055830604,-0.100098421,0.000371105,0.051413803,-0.088406559,0.047583762,-0.092265445,0.000684168,-0.062751506,0.001363252
e578030,Exon,ALDH1A1,216,ENSG00000165092,InEns,46.78061594,chr9:75533636-75533738(-),-0.057066485,0.345910593,0.597033518,-0.230765917,4.94E-05,0.055976058,-0.235566141,4.45E-07,0.002544561,-0.248957844,2.62E-06,-0.272390882,6.18E-09,-0.223440033,4.81E-07
er185142,ER,ALDH1A1,216,ENSG00000165092,InEns,162.5914552,chr9:75533636-75533738(*),-0.055271092,0.37618989,0.66322606,-0.237215081,4.97E-05,0.073585727,-0.232325454,2.52E-06,0.010368912,-0.259725361,1.49E-06,-0.280903601,5.75E-09,-0.156278897,0.001712865
e1107229,Exon,KCNN1,3780,ENSG00000105642,InEns,3.814680118,chr19:18065370-18065490(+),-0.240305131,0.000633898,0.018673792,-0.202208222,4.98E-05,0.056037767,-0.195270628,0.00010085,0.028820393,-0.162726302,0.000615975,-0.132242274,0.001698414,-0.092692845,0.022271665
ENSG00000242265,Gene,PEG10,23089,ENSG00000242265,InEns,28.49068409,chr7:94285637-94299007(+),0.091116062,0.004795406,0.05140267,0.108274102,4.98E-05,0.020281844,0.062416644,0.014234526,0.283088832,0.184126395,2.04E-05,0.146829023,1.26E-05,0.051637725,0.029532461
er341758,ER,SCN1B,6324,ENSG00000105711,InEns,1858.757583,chr19:35528775-35530610(*),-0.099264588,0.049752195,0.250298776,-0.141681711,5.06E-05,0.073585727,-0.178240861,4.78E-07,0.004396456,-0.151527776,0.002591658,-0.129458175,0.001021061,-0.054253434,0.156125065
e1114075,Exon,SCN1B,6324,ENSG00000105711,InEns,71.67499836,chr19:35524403-35525174(+),-0.096791874,0.114113504,0.327815158,-0.150685872,5.07E-05,0.056438226,-0.195936306,1.26E-07,0.001450576,-0.140682776,0.005544858,-0.127751356,0.000836458,-0.086629666,0.006598248
ENSG00000118579,Gene,MED28,80306,ENSG00000118579,InEns,4.654127058,chr4:17616254-17635728(+),0.010964972,0.642699231,0.826792749,0.071607751,5.08E-05,0.020281844,0.062468311,5.05E-05,0.036481971,0.026847807,0.132596185,0.028602338,0.020134082,0.006760695,0.502543728
e414373,Exon,HINT3,135114,ENSG00000111911,InEns,27.93757347,chr6:126298790-126301387(+),0.014286437,0.724897304,0.867743055,0.078616791,5.11E-05,0.056768464,0.063414861,0.000706033,0.066520123,0.077431229,0.074704261,0.056447782,0.009133446,0.05584663,0.001830341
e855060,Exon,GABRA5,2558,ENSG00000186297,InEns,14.8557581,chr15:27125690-27126114(+),-0.005569641,0.937306748,0.973303176,0.112909073,5.15E-05,0.057020471,0.118596734,2.62E-05,0.015514869,0.102704339,0.020695742,0.076304375,0.007657942,0.0898609,0.001101775
e173506,Exon,SESTD1,91404,ENSG00000187231,InEns,6.668808459,chr2:179966419-179974755(-),-0.002683887,0.942549976,0.975530469,0.063445986,5.21E-05,0.057037952,0.058177674,6.11E-05,0.02260134,0.074328487,0.035364812,0.04486177,0.032103068,0.015187614,0.373122122
e374180,Exon,CNOT6,57472,ENSG00000113300,InEns,4.656094823,chr5:180000988-180005353(+),0.047023452,0.200949585,0.446854648,0.056071421,5.24E-05,0.057188485,0.0722827,3.15E-06,0.005902598,0.064119169,0.024184972,0.042595037,0.017769449,0.001650394,0.912338674
e374194,Exon,CNOT6,57472,ENSG00000113300,InEns,4.601706896,chr5:180000988-180005405(+),0.046934137,0.20067209,0.44652126,0.055917971,5.28E-05,0.057416054,0.072072726,3.19E-06,0.005902598,0.063947509,0.024122042,0.042519229,0.017650354,0.001727598,0.908017331
er264528,ER,GMFB,2764,ENSG00000197045,InEns,12283.58961,chr14:54941203-54944877(*),-0.065378771,0.317043504,0.613135812,0.089993727,5.33E-05,0.073585727,0.070782499,0.000164283,0.063433038,0.072690115,0.186501851,0.063724989,0.009117017,0.034463243,0.041134171
e1114080,Exon,SCN1B,6324,ENSG00000105711,InEns,13.92212215,chr19:35527803-35530610(+),-0.09811488,0.030814165,0.158944939,-0.128574273,5.46E-05,0.057989355,-0.172865246,1.16E-07,0.001430239,-0.112860584,0.004035208,-0.092942507,0.001998977,-0.064999437,0.009787303
e1027284,Exon,SLC26A11,284129,ENSG00000181045,InEns,26.477426,chr17:78215570-78215620(+),0.210078445,0.000550805,0.0173387,0.153887007,5.49E-05,0.057989355,0.146424273,0.000181595,0.037374541,0.048589641,0.43846635,0.092521028,0.043203709,0.11507849,0.008462614
er57221,ER,,NA,ENSG00000236107,AltStartEnd,162.1589064,chr2:167052948-167056374(*),0.09879424,0.148187665,0.427330971,0.196738715,5.54E-05,0.073957417,0.215569987,5.34E-06,0.014157735,0.244960273,2.62E-06,0.19836663,2.30E-06,0.102151545,0.013224782
e976,Exon,TNFRSF18,8784,ENSG00000186891,InEns,2.246495666,chr1:1139435-1139616(-),-0.097349848,0.067890232,0.246333432,-0.189915215,5.54E-05,0.058161992,-0.17605354,0.000194615,0.038405908,-0.108796008,0.002346227,-0.08371583,0.011738933,-0.068032664,0.037944345
e413009,Exon,KPNA5,3841,ENSG00000196911,InEns,8.592306637,chr6:117053299-117056807(+),0.078203955,0.155994468,0.389151854,0.093270611,5.57E-05,0.05822961,0.105141276,4.06E-06,0.006582608,0.108342592,0.066416967,0.078240939,0.009108254,0.053375686,0.013090318
e407645,Exon,ANKRD6,22881,ENSG00000135299,InEns,11.70182948,chr6:90333591-90333776(+),0.036707006,0.520189913,0.737503722,0.129624729,5.61E-05,0.058357646,0.14848566,1.39E-05,0.011569875,0.077453769,0.051525967,0.078854201,0.01668161,0.082966242,0.010368951
er366662,ER,TRPM2,7226,ENSG00000142185,AltStartEnd,19.89046234,chr21:45862818-45863106(*),-0.307364652,0.010624112,0.114395178,-0.30138978,5.72E-05,0.075158169,-0.338313498,3.78E-06,0.012266504,-0.242408456,0.023597649,-0.198199312,0.031754368,-0.317668407,0.001075159
e386370,Exon,VWA7,80737,ENSG00000204396,InEns,4.226676988,chr6:31743836-31744019(-),-0.20262242,0.000941103,0.023261351,-0.155828896,5.74E-05,0.058357646,-0.148299395,0.000106297,0.029452787,-0.131255695,0.002430591,-0.09539553,0.008080186,-0.072630043,0.039039705
er46521,ER,ZNF638,100507113,ENSG00000075292,AltStartEnd,186.5171549,chr2:71644596-71645769(*),0.153557969,0.026705997,0.183282769,0.16575116,5.75E-05,0.075160973,0.151977774,0.000177002,0.064213251,0.132738976,0.002321259,0.123285528,4.70E-05,0.053253913,0.033046816
e1188763,Exon,ETS2,2114,ENSG00000157557,InEns,51.17898796,chr21:40186197-40186316(+),-0.173997695,0.000930709,0.023104704,-0.133440973,5.80E-05,0.058716843,-0.152448616,2.26E-05,0.01460372,-0.076027872,0.097718671,-0.086254071,0.01692338,-0.04726825,0.109364932
er112036,ER,FCHO2,115548,ENSG00000157107,InEns,1045.486282,chr5:72383895-72386326(*),0.123490915,0.11375568,0.375499364,0.125885475,5.81E-05,0.075565315,0.111243148,3.25E-05,0.032411968,0.08900285,0.22864674,0.077243709,0.048755452,0.053836459,0.021272001
e967,Exon,TNFRSF18,8784,ENSG00000186891,InEns,2.212035086,chr1:1139414-1139616(-),-0.0938834,0.07639207,0.263113921,-0.185381398,5.88E-05,0.059053844,-0.172122389,0.000185678,0.03759681,-0.106219838,0.002028422,-0.081292917,0.011310914,-0.066811234,0.033177132
er387751,ER,GABRQ,NA,ENSG00000147402,InEns,74.8223009,chrX:151824423-151825365(*),0.303130701,4.26E-05,0.006476666,0.30612693,5.92E-05,0.075565315,0.26374638,0.000427948,0.092672234,0.241475488,0.015378766,0.189398957,0.048837749,0.064658948,0.527779621
er185137,ER,ALDH1A1,216,ENSG00000165092,InEns,782.5343727,chr9:75515591-75516196(*),-0.121416351,0.17224257,0.459504453,-0.214411337,6.00E-05,0.075871634,-0.201871761,1.44E-05,0.022555953,-0.287442071,3.10E-05,-0.28679163,1.01E-07,-0.121966971,0.013232504
er138412,ER,KPNA5,3841,ENSG00000196911,InEns,2036.980059,chr6:117053299-117056767(*),0.095370047,0.143520819,0.420671041,0.108841226,6.07E-05,0.076324392,0.097992537,5.17E-05,0.039685799,0.118452531,0.072527482,0.086467132,0.010627156,0.040053546,0.034611811
er365566,ER,ETS2,2114,ENSG00000157557,InEns,205.5225185,chr21:40184927-40185038(*),-0.147475253,0.011563207,0.119310176,-0.152312613,6.09E-05,0.076324392,-0.149252371,9.82E-05,0.052175304,-0.065721126,0.247550875,-0.08440636,0.044482216,0.013908359,0.68221866
er166054,ER,HR,55806,ENSG00000168453,InEns,1433.900609,chr8:21971945-21973275(*),-0.07837562,0.093017828,0.339676348,-0.12879418,6.15E-05,0.076408017,-0.117676669,0.000291158,0.079885914,-0.242511984,4.03E-05,-0.183583008,1.83E-05,-0.075293466,0.03878929
ENSG00000167965,Gene,MLST8,64223,ENSG00000167965,InEns,10.90226818,chr16:2254249-2259417(+),0.005289825,0.879154859,0.949580151,-0.069767965,6.18E-05,0.022202336,-0.036222441,0.011996695,0.268091742,-0.055017391,0.060627005,-0.034276335,0.031058076,-0.002839097,0.819693465
ENSG00000135750,Gene,KCNK1,3775,ENSG00000135750,InEns,22.83775069,chr1:233749750-233808258(+),-0.197378396,1.01E-06,0.000282112,-0.093078144,6.23E-05,0.022202336,-0.038961571,0.040637005,0.409288448,-0.101508381,0.007970187,-0.092477836,0.000879106,-0.06264458,0.0031067
e1026238,Exon,TIMP2,7077,ENSG00000035862,InEns,101.3837455,chr17:76866980-76867088(-),0.02143075,0.644886397,0.820229917,0.127892724,6.35E-05,0.061554207,0.136787804,3.25E-06,0.005908622,0.071981936,0.190363025,0.098743681,0.004039662,0.078125138,0.007115436
er303632,ER,PIEZO1,9780,ENSG00000103335,InEns,17.25575016,chr16:88789634-88789736(*),0.090509812,0.389083947,0.673485422,-0.229576275,6.44E-05,0.07794101,-0.145079418,0.004769332,0.217523399,-0.277429584,0.005027693,-0.188081111,0.017475768,-0.206372147,0.007294097
er315807,ER,FMNL1,752,ENSG00000184922,InEns,98.8106458,chr17:43322186-43322266(*),-0.118551012,0.017093888,0.146187726,-0.14505595,6.48E-05,0.078113687,-0.086065472,0.007673166,0.258412036,-0.177919819,0.004356307,-0.131426934,0.004580037,-0.037822767,0.387409397
ENSG00000007376,Gene,RPUSD1,113000,ENSG00000007376,InEns,6.644429823,chr16:834974-838397(-),0.0195705,0.620639215,0.812231942,-0.095060654,6.53E-05,0.022202336,-0.043055154,0.008607118,0.244993175,-0.069093087,0.038069482,-0.049377697,0.018868406,0.001702096,0.900166622
er136190,ER,ANKRD6,22881,ENSG00000135299,AltStartEnd,90.90775294,chr6:90333591-90333776(*),0.047674879,0.454708733,0.723464624,0.149581114,6.68E-05,0.078688061,0.16816114,2.60E-05,0.029554138,0.087933635,0.085828023,0.093934626,0.0248634,0.0381303,0.327603929
er60256,ER,NABP1,64859,ENSG00000173559,InEns,15.00363641,chr2:192543716-192543854(*),0.147377765,0.058307105,0.270135952,0.295273656,6.72E-05,0.078688061,0.246590277,0.000545895,0.099580287,0.154522818,0.036853493,0.141170224,0.031817311,0.121068987,0.070669364
er113991,ER,,NA,ENSG00000245864,Novel,1.177229019,chr5:88009513-88009534(*),-0.168131457,0.006694341,0.090799817,-0.209908311,6.73E-05,0.078688061,-0.206184679,0.000102851,0.052896534,-0.103950789,0.024234708,-0.103773251,0.015412223,-0.028865744,0.521645157
e823359,Exon,TRAPPC6B,122553,ENSG00000182400,InEns,27.57387256,chr14:39617015-39619585(-),-0.027070144,0.654968506,0.826523902,0.071958706,6.79E-05,0.063927651,0.06497321,4.34E-05,0.019536834,0.095673724,0.032559101,0.054202766,0.004044952,0.032713732,0.04531523
e823365,Exon,TRAPPC6B,122553,ENSG00000182400,InEns,27.58432561,chr14:39617016-39619585(-),-0.027069815,0.654977267,0.826523902,0.071960731,6.79E-05,0.063927651,0.064977968,4.33E-05,0.019536834,0.095657547,0.032593581,0.054187446,0.004056635,0.032695043,0.045449107
e330331,Exon,C5orf51,285636,ENSG00000205765,InEns,7.398738676,chr5:41917118-41921738(+),0.084757083,0.017823777,0.117278859,0.065177192,6.83E-05,0.063927651,0.058534673,0.000230638,0.041484593,0.079255671,0.008595461,0.050305915,0.004343669,0.030329043,0.055874093
e852312,Exon,C14orf80,283643,ENSG00000185347,InEns,13.09755601,chr14:105964954-105965121(+),-0.018039054,0.720754786,0.865355608,-0.124093566,6.84E-05,0.063927651,-0.097313126,0.000582477,0.061513477,-0.16664445,0.000583401,-0.119983166,0.000833546,-0.091024782,0.004193666
e52585,Exon,,100996635,ENSG00000228971,InEns,9.037524901,chr1:95979707-95981020(+),0.13144366,0.064847686,0.240074874,0.177656793,6.85E-05,0.063927651,0.149013539,0.000302225,0.046561499,0.138930951,0.002170812,0.098953744,0.00620793,0.047545797,0.122441676
e1114064,Exon,SCN1B,6324,ENSG00000105711,InEns,216.5472087,chr19:35530021-35530162(+),-0.113605301,0.039981671,0.183746911,-0.145693621,6.90E-05,0.064059881,-0.192601856,1.07E-07,0.001430239,-0.137764059,0.009058906,-0.119693124,0.003313884,-0.096663889,0.005784653
er382406,ER,SLC7A3,84889,ENSG00000165349,InEns,15.04770579,chrX:70145553-70145793(*),0.321352574,8.72E-05,0.009592774,0.310687181,6.97E-05,0.079828258,0.285811542,0.000302933,0.081064729,0.287762443,0.003706885,0.299218676,0.001934156,0.229967148,0.035325655
e7791,Exon,SLC25A33,84275,ENSG00000171612,InEns,19.64033878,chr1:9640012-9640292(+),-0.018572971,0.748207472,0.880870037,-0.134659531,6.98E-05,0.064301892,-0.080832167,0.002381908,0.111970216,-0.048507486,0.343372695,-0.100819684,0.002928121,-0.036464003,0.18408548
e601759,Exon,OLFM1,10439,ENSG00000130558,InEns,353.0167912,chr9:137990132-137990312(+),-0.155934169,0.023801377,0.13769526,-0.108400628,7.01E-05,0.064301892,-0.09979579,0.000500244,0.057948231,-0.087027585,0.054009688,-0.092206996,0.000842994,-0.0648683,0.001239957
er383204,ER,KIAA2022,340533,ENSG00000050030,InEns,1376.975493,chrX:73952725-73957641(*),0.036350523,0.630382071,0.833958913,0.093616881,7.02E-05,0.079828258,0.098515612,1.97E-05,0.026045644,0.090938771,0.053168566,0.068084593,0.010149183,0.045842212,0.042602152
ENSG00000103415,Gene,HMOX2,3163,ENSG00000103415,InEns,19.77613662,chr16:4524691-4560348(+),-0.063731096,0.014054982,0.099095709,-0.054521153,7.10E-05,0.023371472,-0.01065964,0.326872851,0.761259625,-0.044394554,0.136988712,-0.039751801,0.010647844,0.006147682,0.541817434
ENSG00000163995,Gene,ABLIM2,84448,ENSG00000163995,InEns,13.86033984,chr4:7967039-8160559(-),-0.033020751,0.483862766,0.718350362,-0.080642819,7.11E-05,0.023371472,-0.045240727,0.002437656,0.157630944,-0.076787437,0.03390959,-0.057605802,0.003450617,-0.015599266,0.251427211
er349012,ER,PIH1D1,55011,ENSG00000104872,AltStartEnd,859.8824598,chr19:49950987-49952959(*),-0.039960966,0.169166803,0.455407181,-0.083378854,7.12E-05,0.080020465,-0.065152342,0.000747207,0.109538702,-0.029676738,0.456865224,-0.045010415,0.042995588,0.003469063,0.870000022
ENSG00000130558,Gene,OLFM1,10439,ENSG00000130558,InEns,125.3193252,chr9:137967268-138013025(+),-0.04051129,0.430319785,0.678292357,-0.087795362,7.31E-05,0.023521912,-0.051640843,0.004435537,0.193567886,-0.088578136,0.016855133,-0.075063915,0.002728496,-0.018095781,0.225909103
e1155609,Exon,BID,637,ENSG00000015475,InEns,27.39647754,chr22:18222115-18222254(-),-0.065758116,0.108607011,0.319165266,-0.126519568,7.39E-05,0.066292452,-0.099829238,0.001114457,0.080400913,-0.112563444,0.0202606,-0.098169293,0.004666548,-0.036613305,0.179991235
e526643,Exon,HR,55806,ENSG00000168453,InEns,16.37772351,chr8:21971928-21973275(-),-0.077149814,0.070719602,0.252064532,-0.117522908,7.39E-05,0.066292452,-0.117785548,8.58E-05,0.026717266,-0.128839895,0.000207174,-0.097369792,0.000132219,-0.050578661,0.013723339
er215948,ER,MICAL2,9645,ENSG00000133816,AltStartEnd,1991.22421,chr11:12262587-12264319(*),-0.038325687,0.580840857,0.805683878,-0.100726707,7.41E-05,0.081169185,-0.080790112,0.002190215,0.164799823,-0.107937723,0.012620044,-0.08112039,0.003492966,-0.021900812,0.352108607
e526661,Exon,HR,55806,ENSG00000168453,InEns,16.42513722,chr8:21971932-21973275(-),-0.077127107,0.070850808,0.252324911,-0.117476321,7.45E-05,0.066710072,-0.117745597,8.65E-05,0.026784743,-0.129011892,0.000206286,-0.097508583,0.000131464,-0.050667326,0.013653717
e165760,Exon,SCN9A,6335,ENSG00000169432,InEns,0.309477385,chr2:167134650-167134823(-),0.079058969,0.007899413,0.074758396,0.119862157,7.55E-05,0.067494622,0.117076623,0.000124986,0.031529734,0.095084344,0.0145369,0.100011573,0.004558629,0.070557992,0.046650746
e176995,Exon,NABP1,64859,ENSG00000173559,InEns,1.672895873,chr2:192550325-192550883(+),0.063530624,0.119273326,0.335862192,0.130762793,7.59E-05,0.067597079,0.107712583,0.000776491,0.069303691,0.08153621,0.023749493,0.062746029,0.034035371,0.038057021,0.136947841
ENSG00000261325,Gene,,100507534,ENSG00000261325,InEns,3.069785383,chr16:47883225-47921041(-),-0.321717817,4.06E-08,3.27E-05,-0.201999977,7.64E-05,0.02426438,-0.072920809,0.101901408,0.546966123,-0.133206414,0.001996744,-0.119961274,0.002606689,-0.056158684,0.100872043
er185140,ER,ALDH1A1,216,ENSG00000165092,InEns,330.7205561,chr9:75526874-75527038(*),-0.013317363,0.825319545,0.931504699,-0.218156299,7.72E-05,0.082865467,-0.217304924,3.20E-06,0.011450372,-0.252338796,2.79E-05,-0.275941304,8.45E-08,-0.12540641,0.013052653
e1114073,Exon,SCN1B,6324,ENSG00000105711,InEns,217.6244378,chr19:35521725-35521764(+),-0.108896766,0.117705817,0.333467358,-0.165497025,7.76E-05,0.068159713,-0.197693639,9.71E-07,0.003344003,-0.235128878,0.001282866,-0.229298384,4.57E-05,-0.129249528,0.001549852
er329848,ER,MC4R,4160,ENSG00000166603,InEns,0.700775205,chr18:58039059-58039071(*),0.142950104,0.000645789,0.027154921,0.176357256,7.81E-05,0.083028926,0.136515081,0.002161618,0.164240687,0.135706243,0.001970003,0.117600255,0.004584565,0.075146863,0.08647924
e905181,Exon,MLST8,64223,ENSG00000167965,InEns,29.76614273,chr16:2258760-2259393(+),0.014395676,0.685175223,0.844876128,-0.081746049,7.82E-05,0.068159713,-0.08883017,1.46E-05,0.011848304,-0.123758009,0.007262612,-0.078149233,0.008396605,-0.024127271,0.291791888
e905156,Exon,MLST8,64223,ENSG00000167965,InEns,31.2839272,chr16:2258760-2259353(+),0.013806662,0.699854216,0.853266313,-0.082649746,7.87E-05,0.068419247,-0.089737343,1.49E-05,0.011941399,-0.125285688,0.007763238,-0.078137389,0.01028809,-0.023056838,0.333525146
er154684,ER,PEG10,23089,ENSG00000242265,InEns,12994.14738,chr7:94292646-94299006(*),0.099119429,0.00387692,0.069087855,0.110022053,7.90E-05,0.083034978,0.107116854,0.000101621,0.052798181,0.198909606,2.37E-05,0.158517668,1.30E-05,0.037258251,0.200188911
e905018,Exon,MLST8,64223,ENSG00000167965,InEns,29.72486393,chr16:2258760-2259394(+),0.01448059,0.683398756,0.843813737,-0.081636788,7.94E-05,0.068595543,-0.088760553,1.46E-05,0.011874377,-0.123855734,0.007194977,-0.078236576,0.008268115,-0.024208991,0.289498954
e1114062,Exon,SCN1B,6324,ENSG00000105711,InEns,201.8426269,chr19:35523432-35523598(+),-0.096296071,0.139375044,0.365979299,-0.15061253,8.06E-05,0.069243088,-0.195103519,1.57E-07,0.001650421,-0.14693885,0.012084871,-0.154884132,0.000344105,-0.095228035,0.006341998
e1026264,Exon,,100653515,ENSG00000178404,InEns,107.062033,chr17:76866992-76867088(-),0.019354419,0.67597108,0.839372325,0.127000577,8.11E-05,0.069493676,0.135817735,4.89E-06,0.007069721,0.071893304,0.196324454,0.096883405,0.005336895,0.076948193,0.008696419
er577,ER,TNFRSF18,8784,ENSG00000186891,InEns,20.34988147,chr1:1139414-1139616(*),-0.144623516,0.071743144,0.299257617,-0.280461908,8.27E-05,0.085731439,-0.268320518,0.000140564,0.059889283,-0.273981874,0.006470599,-0.202593174,0.031154287,-0.139441087,0.160650958
e905171,Exon,MLST8,64223,ENSG00000167965,InEns,30.59801026,chr16:2258760-2259371(+),0.014658685,0.68148707,0.842679132,-0.081971487,8.34E-05,0.070194439,-0.089213813,1.51E-05,0.011982404,-0.123981384,0.007752181,-0.077621681,0.009975908,-0.022683064,0.331744618
e1123064,Exon,ZNF780A,101929205,ENSG00000197782,InEns,1.792680486,chr19:40575059-40582116(-),-0.012697814,0.630330605,0.811258906,0.064981615,8.39E-05,0.070194439,0.067134766,1.15E-05,0.01050498,0.028757592,0.289023965,0.026744273,0.049032188,0.01927572,0.117871959
er299443,ER,NOL3,8996,ENSG00000140939,AltStartEnd,409.0445412,chr16:67204806-67206529(*),0.249743386,0.000970116,0.033542628,0.21545912,8.41E-05,0.085731439,0.100969559,0.015737533,0.328696299,0.100499791,0.209441172,0.146990398,0.019708645,-0.000900593,0.9880328
