GeneName_ENSEMBLGeneID,gene,function,DESeq2 baseMean expression,Pritzker_FoldChange,Pritzker_Pvalue,Pritzker_FDR,Stanley_FoldChange,Stanley Pvalue,Stanley_FDR
ENSG00000151014,NOCT,nocturnin [Source:HGNC Symbol;Acc:HGNC:14254],222.0012416,-0.216689494,0.017848207,0.194582352,0.480651658,0.011224939,0.096356063
ENSG00000273247,RP11-83A24.2,,284.3711436,0.306519529,0.0119101,0.171661975,0.372790622,0.009176598,0.085882356
ENSG00000109436,TBC1D9,"TBC1 domain family, member 9 (with GRAM domain) [Source:HGNC Symbol;Acc:HGNC:21710]",2844.372783,-0.410012758,0.008257158,0.151641967,-0.410009436,9.28E-06,0.001561508
ENSG00000238721,RNU7-194P,"RNA, U7 small nuclear 194 pseudogene [Source:HGNC Symbol;Acc:HGNC:45728]",3.187162764,0.811155174,0.010643587,NA,1.591443319,0.026182851,NA
ENSG00000171503,ETFDH,electron-transferring-flavoprotein dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3483],588.7209439,0.160388695,0.01690859,0.191966201,0.332882621,0.002870773,0.044404494
ENSG00000170088,TMEM192,transmembrane protein 192 [Source:HGNC Symbol;Acc:HGNC:26775],987.546211,0.119271882,0.030997233,0.237066502,0.32607685,0.000683362,0.018572406
ENSG00000129116,PALLD,"palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]",1356.122155,0.38366918,0.024808726,0.219686244,0.53895402,0.000333481,0.012949742
ENSG00000137601,NEK1,NIMA-related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744],951.472333,0.200287015,0.035263361,0.248311898,0.341322016,0.000577242,0.01727993
ENSG00000164104,HMGB2,high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000],285.4971676,0.358999824,0.002255589,0.10177495,0.399380383,0.004409156,0.056699027
ENSG00000164106,SCRG1,stimulator of chondrogenesis 1 [Source:HGNC Symbol;Acc:HGNC:17036],589.5450936,0.263150314,0.035777764,0.249240507,0.359727676,0.006282677,0.069307287
ENSG00000249106,RP11-806K15.1,,73.61125787,0.43107063,0.002736888,0.107120629,0.560004095,0.014912602,0.112644024
ENSG00000129128,SPCS3,signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212],1884.389778,-0.238299159,0.006607459,0.141676914,-0.213190043,0.011513784,0.097541052
ENSG00000038002,AGA,aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318],227.5484283,-0.234575608,0.047826493,0.2758397,0.33342548,0.046848271,0.217651359
ENSG00000109762,SNX25,sorting nexin 25 [Source:HGNC Symbol;Acc:HGNC:21883],728.0908911,-0.297251178,0.001431682,0.089276563,-0.24288333,0.036483141,0.19014655
ENSG00000251196,RP11-54F2.1,,241.8326961,-0.447871627,0.025526383,0.220979276,-1.225291529,0.003418971,NA
ENSG00000040731,CDH10,"cadherin 10, type 2 (T2-cadherin) [Source:HGNC Symbol;Acc:HGNC:1749]",1674.641816,-0.212665168,0.035609023,0.248773067,-0.228575946,0.013743673,0.107251953
ENSG00000113387,SUB1,"SUB1 homolog, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:19985]",4235.431874,-0.324486588,0.006426491,0.140916471,-0.181709691,0.025326321,0.156408891
ENSG00000113569,NUP155,nucleoporin 155kDa [Source:HGNC Symbol;Acc:HGNC:8063],677.3701282,-0.204002812,0.008726035,0.154878459,0.277036581,0.012322716,0.10096526
ENSG00000249779,RP11-447H19.3,,44.28856343,0.515339753,0.009990855,0.160266046,1.120261894,0.002827779,NA
ENSG00000112972,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble) [Source:HGNC Symbol;Acc:HGNC:5007],3891.190458,-0.294733812,0.018201453,0.196021771,-0.378528569,0.002177323,0.037384157
ENSG00000112996,MRPS30,mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769],1216.090575,-0.250861702,0.012551667,0.175292019,-0.183434586,0.035675848,0.187955368
ENSG00000164588,HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:HGNC Symbol;Acc:HGNC:4845],2491.040276,-0.324820486,0.032777778,0.241391902,-0.306944771,0.009907271,0.090435246
ENSG00000250422,RP11-484L7.1,,26.55079648,0.589751274,0.021774048,0.209813174,0.612931636,0.049600036,0.225110529
ENSG00000152932,RAB3C,"RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]",10671.17177,-0.41939137,0.037036218,0.250894064,-0.388810754,0.002952407,0.045022465
ENSG00000197860,SGTB,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta [Source:HGNC Symbol;Acc:HGNC:23567]",3440.113447,-0.272919922,0.046376816,0.27226128,-0.291179821,0.001533546,0.030368855
ENSG00000131844,MCCC2,methylcrotonoyl-CoA carboxylase 2 (beta) [Source:HGNC Symbol;Acc:HGNC:6937],835.4559354,0.188489392,0.041634616,0.262851817,0.387577939,0.000179004,0.009134859
ENSG00000145708,CRHBP,corticotropin releasing hormone binding protein [Source:HGNC Symbol;Acc:HGNC:2356],496.0998448,-0.69033433,1.19E-05,0.01418655,-0.533993375,0.01296427,0.103657104
ENSG00000247572,CKMT2-AS1,CKMT2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48997],229.5763796,0.219933852,0.026853315,0.223004104,0.440646911,0.013720357,0.107134497
ENSG00000145681,HAPLN1,hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380],229.6214896,-0.306891961,0.033459105,0.242753722,-0.354967422,0.036686192,0.190591752
ENSG00000164292,RHOBTB3,Rho-related BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18757],3894.570756,0.544010752,0.001265554,0.086264057,0.694461749,1.48E-06,0.000569456
ENSG00000175426,PCSK1,proprotein convertase subtilisin/kexin type 1 [Source:HGNC Symbol;Acc:HGNC:8743],3005.405302,-0.593473793,0.003096089,0.111929089,-0.446450095,0.000754449,0.019326429
ENSG00000145730,PAM,peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596],4235.11927,-0.259260938,0.024607093,0.218924066,-0.215898469,0.014894481,0.112644024
ENSG00000152495,CAMK4,calcium/calmodulin-dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464],3104.203774,-0.376218599,0.028200276,0.227817158,-0.244603851,0.012982827,0.103657104
ENSG00000155324,GRAMD3,GRAM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24911],1228.656288,0.494517157,0.00079452,0.078575851,0.490489567,0.001117107,0.024949588
ENSG00000164904,ALDH7A1,"aldehyde dehydrogenase 7 family, member A1 [Source:HGNC Symbol;Acc:HGNC:877]",2555.622903,0.437808505,0.000351757,0.063353405,0.447816115,0.000376298,0.013624991
ENSG00000198944,SOWAHA,sosondowah ankyrin repeat domain family member A [Source:HGNC Symbol;Acc:HGNC:27033],3300.849255,-0.306034185,0.047169511,0.274576396,-0.179445591,0.038793535,0.196005982
ENSG00000248245,CTB-49A3.2,,23.70301718,0.783673294,0.000323654,0.061809492,0.948598683,0.049498378,NA
ENSG00000213585,VDAC1,voltage-dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669],5009.824869,-0.205278837,0.020623311,0.204532877,-0.195059192,0.001340387,0.028022732
ENSG00000177733,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030],2414.609243,-0.246532209,0.001168621,0.08405342,-0.155411974,0.030958323,0.17575502
ENSG00000120738,EGR1,early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238],3878.236174,-0.961606313,1.66E-05,0.016126877,-0.816788709,0.000155426,0.008345538
ENSG00000242419,PCDHGC4,"protocadherin gamma subfamily C, 4 [Source:HGNC Symbol;Acc:HGNC:8717]",618.7745103,-0.466780111,0.005099728,0.131752049,-0.571384008,0.045422663,0.213554065
ENSG00000240764,PCDHGC5,"protocadherin gamma subfamily C, 5 [Source:HGNC Symbol;Acc:HGNC:8718]",3468.616118,-0.536192804,0.008299763,0.151641967,-0.48890747,0.011325148,0.096895425
ENSG00000187678,SPRY4,sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533],1372.315041,-0.256477405,0.042885843,0.265303012,-0.317034706,0.007397319,0.075285414
ENSG00000156475,PPP2R2B,"protein phosphatase 2, regulatory subunit B, beta [Source:HGNC Symbol;Acc:HGNC:9305]",4348.661235,-0.154615765,0.040867092,0.261452183,-0.12067517,0.031033964,0.175803996
ENSG00000230551,CTB-89H12.4,,485.7630827,0.284622981,0.025738785,0.221375223,0.413129365,0.000906191,0.021711734
ENSG00000123643,SLC36A1,"solute carrier family 36 (proton/amino acid symporter), member 1 [Source:HGNC Symbol;Acc:HGNC:18761]",1280.727564,-0.367980821,0.010704599,0.165139245,-0.443351756,0.003055015,0.046099077
ENSG00000155511,GRIA1,"glutamate receptor, ionotropic, AMPA 1 [Source:HGNC Symbol;Acc:HGNC:4571]",7166.991064,-0.3262191,0.011538904,0.169047959,-0.165379387,0.032013456,0.17812899
ENSG00000170214,ADRA1B,adrenoceptor alpha 1B [Source:HGNC Symbol;Acc:HGNC:278],1308.634555,-0.272797155,0.049854675,0.279815203,-0.497486664,0.001520036,0.030265289
ENSG00000120137,PANK3,pantothenate kinase 3 [Source:HGNC Symbol;Acc:HGNC:19365],2308.837356,-0.227597193,0.009637729,0.159003421,-0.222622644,0.028975468,0.169221764
ENSG00000113732,ATP6V0E1,"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1 [Source:HGNC Symbol;Acc:HGNC:863]",408.8162417,0.339803891,0.004823567,0.129053711,0.367118301,0.006978157,0.072885477
ENSG00000170091,HMP19,HMP19 protein [Source:EntrezGene;Acc:51617],10093.63185,-0.374740895,0.002676909,0.106085102,-0.145255327,0.042760132,0.206812252
ENSG00000252202,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],16.92603988,0.431040998,0.040017427,0.25880336,0.668208712,0.036168603,NA
ENSG00000050748,MAPK9,mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886],8002.30336,-0.263317602,0.032264024,0.240054823,-0.267215266,0.000126746,0.007334306
ENSG00000198721,ECI2,enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:14601],215.2087011,0.367515831,0.003661577,0.118525202,0.521668836,0.000403193,0.01415867
ENSG00000112137,PHACTR1,phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990],3229.480952,-0.264229369,0.01449144,0.182780044,-0.21490608,0.008137715,0.079913931
ENSG00000215022,RP1-257A7.4,,111.3541953,0.435924896,0.003289541,0.11493925,0.749184928,0.017284793,NA
ENSG00000180537,RNF182,ring finger protein 182 [Source:HGNC Symbol;Acc:HGNC:28522],598.6525067,0.322300812,0.02864522,0.229254899,0.698470334,4.94E-05,0.004178593
ENSG00000172201,ID4,"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein [Source:HGNC Symbol;Acc:HGNC:5363]",891.5940595,0.415205492,0.04570313,0.270808421,0.487790759,0.004973596,0.06064699
ENSG00000214975,PPIAP29,peptidylprolyl isomerase A (cyclophilin A) pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:43021],22.14939131,-1.314004727,0.000467749,0.069543899,-1.461408518,0.037320054,NA
ENSG00000204590,GNL1,guanine nucleotide binding protein-like 1 [Source:HGNC Symbol;Acc:HGNC:4413],6307.043639,-0.173912446,0.026450545,0.222186419,-0.221506835,0.001587993,0.030999345
ENSG00000204520,MICA,MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090],131.0222607,0.286425986,0.031655786,0.238284274,0.667714855,0.003215589,0.047689317
ENSG00000244731,C4A,complement component 4A (Rodgers blood group) [Source:HGNC Symbol;Acc:HGNC:1323],241.8090527,0.935178078,0.014612763,0.182780044,1.219629248,0.000549028,NA
ENSG00000224389,C4B,complement component 4B (Chido blood group) [Source:HGNC Symbol;Acc:HGNC:1324],211.2907775,0.861290818,0.029351941,0.231399838,1.284724336,0.010282741,NA
ENSG00000213676,ATF6B,activating transcription factor 6 beta [Source:HGNC Symbol;Acc:HGNC:2349],2829.201314,0.157507996,0.04378135,0.267113257,0.205749924,0.021106268,0.139728629
ENSG00000064999,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A [Source:HGNC Symbol;Acc:HGNC:20961],2422.487507,-0.196964248,0.03062486,0.236058635,-0.238446223,0.019693752,0.13435285
ENSG00000096070,BRPF3,"bromodomain and PHD finger containing, 3 [Source:HGNC Symbol;Acc:HGNC:14256]",2942.822368,-0.198890851,0.009506823,0.158338584,-0.206850692,0.009826294,0.089880794
ENSG00000112079,STK38,serine/threonine kinase 38 [Source:HGNC Symbol;Acc:HGNC:17847],368.1650747,0.268073167,0.005848969,0.136391796,0.258100421,0.007679629,0.076986348
ENSG00000164627,KIF6,kinesin family member 6 [Source:HGNC Symbol;Acc:HGNC:21202],366.7967053,0.36893312,0.025482417,0.22095495,0.499225662,0.0444454,0.211198123
ENSG00000124701,APOBEC2,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2 [Source:HGNC Symbol;Acc:HGNC:605]",21.65445639,0.448087505,0.005881072,0.13659605,1.827526639,0.000524024,NA
ENSG00000112619,PRPH2,"peripherin 2 (retinal degeneration, slow) [Source:HGNC Symbol;Acc:HGNC:9942]",240.8283002,-0.485729038,0.009042231,0.156011708,-0.543520802,0.035310971,0.18712216
ENSG00000172348,RCAN2,regulator of calcineurin 2 [Source:HGNC Symbol;Acc:HGNC:3041],9602.194859,-0.294463716,0.046284779,0.272191855,-0.430076061,2.95E-07,0.000294193
ENSG00000112146,FBXO9,F-box protein 9 [Source:HGNC Symbol;Acc:HGNC:13588],2820.209166,-0.28798443,0.019228616,0.19947849,-0.29445819,0.000857596,0.02117364
ENSG00000079841,RIMS1,regulating synaptic membrane exocytosis 1 [Source:HGNC Symbol;Acc:HGNC:17282],6282.961654,-0.288883328,0.038338781,0.254668369,-0.436176913,1.62E-07,0.000191448
ENSG00000111799,COL12A1,"collagen, type XII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2188]",479.6195447,-0.25940008,0.000703079,0.076210679,-0.444357616,0.001906025,0.03469939
ENSG00000196586,MYO6,myosin VI [Source:HGNC Symbol;Acc:HGNC:7605],2767.862571,0.272250844,0.020874383,0.205982272,0.195966828,0.047876731,0.220063188
ENSG00000146247,PHIP,pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673],3679.133487,0.186397037,0.017459701,0.193563541,0.198390184,0.042709649,0.206799577
ENSG00000118418,HMGN3,high mobility group nucleosomal binding domain 3 [Source:HGNC Symbol;Acc:HGNC:12312],400.6649259,0.262093449,0.004525858,0.125640771,0.222925891,0.038955191,0.196320836
ENSG00000272008,RP11-393I2.4,,137.7069127,0.239682891,0.039613829,0.257930574,0.621009664,0.021059773,0.139558682
ENSG00000118432,CNR1,cannabinoid receptor 1 (brain) [Source:HGNC Symbol;Acc:HGNC:2159],3808.74838,-0.374568878,0.010962087,0.167021625,-0.28349966,0.020160633,0.136173145
ENSG00000123545,NDUFAF4,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21034]",1119.676303,-0.236926631,0.043985114,0.267316774,-0.253442389,0.009543488,0.088044617
ENSG00000146267,FAXC,failed axon connections homolog [Source:HGNC Symbol;Acc:HGNC:20742],2072.887008,-0.300774503,0.044876535,0.268886213,-0.279243945,0.004564998,0.057753802
ENSG00000085382,HACE1,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21033],1095.778276,-0.157724548,0.047861077,0.275939218,-0.263342722,0.042182896,0.205631704
ENSG00000056972,TRAF3IP2,TRAF3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1343],387.7044222,0.461917186,0.005912716,0.13659605,0.440162166,0.031638456,0.177207849
ENSG00000187189,TSPYL4,TSPY-like 4 [Source:HGNC Symbol;Acc:HGNC:21559],9712.864534,-0.301624416,0.007188995,0.14580631,-0.219897414,0.006504674,0.070558108
ENSG00000111907,TPD52L1,tumor protein D52-like 1 [Source:HGNC Symbol;Acc:HGNC:12006],762.461402,0.506295039,0.003053163,0.111929089,0.783929224,1.27E-05,0.001895602
ENSG00000227945,RP11-103C16.2,,15.85755926,0.779579138,0.002007294,0.098162416,1.454627185,0.0017351,NA
ENSG00000112406,HECA,"hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041]",1294.573845,-0.242478586,0.007287103,0.146889162,-0.323171899,0.000291948,0.012099637
ENSG00000010818,HIVEP2,human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4921],6745.038584,-0.367502682,0.009933227,0.159891677,-0.286768027,0.001731484,0.032526801
ENSG00000227748,RP11-497D6.3,,9.136933352,0.629454609,0.020387447,0.203220257,1.326328831,0.03952536,NA
ENSG00000164506,STXBP5,syntaxin binding protein 5 (tomosyn) [Source:HGNC Symbol;Acc:HGNC:19665],1999.635118,-0.430686249,0.016035483,0.187752827,-0.355797847,0.030816277,0.175501136
ENSG00000055211,GINM1,glycoprotein integral membrane 1 [Source:HGNC Symbol;Acc:HGNC:21074],708.4272675,0.157765118,0.030564196,0.235758329,0.222286275,0.033083737,0.18139925
ENSG00000198729,PPP1R14C,"protein phosphatase 1, regulatory (inhibitor) subunit 14C [Source:HGNC Symbol;Acc:HGNC:14952]",432.9659257,-0.382425705,0.001932632,0.097426439,-0.362150368,0.004678709,0.058663763
ENSG00000146469,VIP,vasoactive intestinal peptide [Source:HGNC Symbol;Acc:HGNC:12693],380.089004,-0.398806516,0.011410269,0.168192118,-0.318270715,0.045363541,0.213353492
ENSG00000164691,TAGAP,T-cell activation RhoGTPase activating protein [Source:HGNC Symbol;Acc:HGNC:15669],65.57896551,-0.268452535,0.029164786,0.230951632,-1.897571208,4.61E-06,NA
ENSG00000130368,MAS1,"MAS1 proto-oncogene, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:6899]",79.84615998,-0.638888886,0.020409153,0.203293152,-1.951467956,0.022784102,NA
ENSG00000223414,LINC00473,long intergenic non-protein coding RNA 473 [Source:HGNC Symbol;Acc:HGNC:21160],49.48370877,-0.460191734,0.016484828,0.190078822,-0.901662792,0.041939574,NA
ENSG00000122584,NXPH1,neurexophilin 1 [Source:HGNC Symbol;Acc:HGNC:20693],857.6113916,-0.444349075,0.001106702,0.082826888,-0.447882338,0.000839214,0.020919013
ENSG00000136267,DGKB,"diacylglycerol kinase, beta 90kDa [Source:HGNC Symbol;Acc:HGNC:2850]",2821.700891,-0.290033919,0.046914226,0.273885215,-0.258509004,0.019557533,0.133634548
ENSG00000048052,HDAC9,histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065],1520.755023,-0.356488511,0.002896916,0.110838305,-0.239194822,0.024100312,0.152161832
ENSG00000251993,RNA5SP227,"RNA, 5S ribosomal pseudogene 227 [Source:HGNC Symbol;Acc:HGNC:43127]",11.00498602,0.588965323,0.041586024,0.262840284,0.964962875,0.040033288,NA
ENSG00000230042,AK3P3,adenylate kinase 3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39062],39.59132226,0.288846913,0.00907472,0.156135649,0.884433007,0.021758483,NA
ENSG00000122585,NPY,neuropeptide Y [Source:HGNC Symbol;Acc:HGNC:7955],499.1308786,-0.544029542,0.007597054,0.148350278,-0.612848952,0.003172751,0.047429517
ENSG00000070882,OSBPL3,oxysterol binding protein-like 3 [Source:HGNC Symbol;Acc:HGNC:16370],1014.204145,-0.337065535,0.005111549,0.131823226,-0.338952314,0.000810481,0.020359403
ENSG00000172115,CYCS,"cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]",3781.577989,-0.174010557,0.047526913,0.27523341,-0.403689858,1.04E-09,1.35E-05
ENSG00000240583,AQP1,aquaporin 1 (Colton blood group) [Source:HGNC Symbol;Acc:HGNC:633],2519.399517,0.926688266,0.005170264,0.132565805,1.051718292,3.02E-06,0.000816188
ENSG00000164610,RP9,retinitis pigmentosa 9 (autosomal dominant) [Source:HGNC Symbol;Acc:HGNC:10288],128.801283,0.221404006,0.013722123,0.179397755,0.436194737,0.009037088,0.085068069
ENSG00000006715,VPS41,vacuolar protein sorting 41 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:12713],3490.169215,-0.193855801,0.024175658,0.217178974,-0.205600271,0.002455215,0.040330989
ENSG00000002746,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]",2879.058924,-0.277138002,0.048232438,0.276693355,-0.261210267,0.004887361,0.059877102
ENSG00000136279,DBNL,drebrin-like [Source:HGNC Symbol;Acc:HGNC:2696],4591.376733,-0.14174557,0.043550205,0.266599035,-0.116780401,0.045981532,0.215322478
ENSG00000188730,VWC2,von Willebrand factor C domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30200],757.7311283,-0.358247752,0.007780039,0.149719006,-0.346252285,0.002624142,0.042148856
ENSG00000170419,VSTM2A,V-set and transmembrane domain containing 2A [Source:HGNC Symbol;Acc:HGNC:28499],2048.361678,-0.304327319,0.045917231,0.271254511,-0.247956724,0.032832438,0.180557516
ENSG00000164776,PHKG1,"phosphorylase kinase, gamma 1 (muscle) [Source:HGNC Symbol;Acc:HGNC:8930]",263.7946847,0.433280139,0.009534766,0.158338584,0.623429059,0.008136683,0.079913931
ENSG00000228653,HNRNPCP7,heterogeneous nuclear ribonucleoprotein C pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:48818],40.69294745,0.34006569,0.045543389,0.270631737,0.850537018,0.012671149,NA
ENSG00000196715,VKORC1L1,"vitamin K epoxide reductase complex, subunit 1-like 1 [Source:HGNC Symbol;Acc:HGNC:21492]",2073.829561,-0.256255238,0.002998929,0.111929089,-0.190238837,0.008221203,0.080386198
ENSG00000179406,LINC00174,long intergenic non-protein coding RNA 174 [Source:HGNC Symbol;Acc:HGNC:27788],348.5995509,0.323149612,0.031473677,0.237948046,0.465500223,0.004119714,0.054833376
ENSG00000185274,WBSCR17,Williams-Beuren syndrome chromosome region 17 [Source:HGNC Symbol;Acc:HGNC:16347],11864.7236,-0.262662557,0.046382615,0.27226128,-0.192267543,0.013407083,0.105578746
ENSG00000196313,POM121,POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:19702],1779.970681,-0.278271256,0.005627551,0.134166857,-0.337733208,0.008991637,0.08476334
ENSG00000189077,TMEM120A,transmembrane protein 120A [Source:HGNC Symbol;Acc:HGNC:21697],691.1048096,0.158488098,0.038885008,0.256224728,0.24942297,0.015123818,0.113507956
ENSG00000170027,YWHAG,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma [Source:HGNC Symbol;Acc:HGNC:12852]",28282.39635,-0.290094975,0.013785194,0.179631236,-0.282032342,0.000590432,0.017471434
ENSG00000127951,FGL2,fibrinogen-like 2 [Source:HGNC Symbol;Acc:HGNC:3696],100.2939741,-0.452300899,0.038838657,0.256224728,-0.795861168,0.028892829,NA
ENSG00000157259,GATAD1,GATA zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29941],1297.115382,0.156316375,0.028344487,0.227918485,0.249733097,0.001768678,0.033034018
ENSG00000236197,AC002429.5,,81.34464623,0.38618589,0.049467147,0.279267508,0.627568605,0.036929675,0.19126256
ENSG00000231764,DLX6-AS1,DLX6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37151],2111.424524,-0.428355672,0.011518442,0.169047959,-0.328003525,0.004419384,0.056716886
ENSG00000006128,TAC1,"tachykinin, precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]",369.759133,-0.509604637,0.000511203,0.073062432,-0.476178936,0.004077224,0.054785763
ENSG00000106236,NPTX2,neuronal pentraxin II [Source:HGNC Symbol;Acc:HGNC:7953],2966.510195,-0.596335234,0.001176151,0.084321258,-0.349026116,0.016354336,0.119360869
ENSG00000198742,SMURF1,SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:16807],1539.562575,-0.20531183,0.004188747,0.122903291,-0.219151523,0.018878621,0.130300685
ENSG00000146833,TRIM4,tripartite motif containing 4 [Source:HGNC Symbol;Acc:HGNC:16275],517.5061733,0.200949576,0.005283564,0.133004258,0.283203919,0.032014294,0.17812899
ENSG00000166925,TSC22D4,"TSC22 domain family, member 4 [Source:HGNC Symbol;Acc:HGNC:21696]",3822.70451,0.390058761,0.029730465,0.232538325,0.42298698,0.004118875,0.054833376
ENSG00000106367,AP1S1,"adaptor-related protein complex 1, sigma 1 subunit [Source:HGNC Symbol;Acc:HGNC:559]",1984.705284,-0.258736442,0.0189351,0.19861234,-0.289237755,0.000714497,0.01879949
ENSG00000128564,VGF,VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684],5729.127428,-0.58927236,0.002700799,0.106164974,-0.376772404,0.003515934,0.050532399
ENSG00000170629,DPY19L2P2,DPY19L2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:21764],692.3413847,-0.527833298,0.00186015,0.096486334,-0.660792555,0.00103805,0.023822602
ENSG00000189056,RELN,reelin [Source:HGNC Symbol;Acc:HGNC:9957],2278.835259,-0.555731307,0.022883329,0.212663297,-0.37513304,0.005567201,0.064854624
ENSG00000128536,CDHR3,cadherin-related family member 3 [Source:HGNC Symbol;Acc:HGNC:26308],326.5662714,0.202271295,0.031969584,0.239049802,0.44144601,0.004082938,0.054785763
ENSG00000198898,CAPZA2,"capping protein (actin filament) muscle Z-line, alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]",1899.853735,-0.207675058,0.02393665,0.21621592,-0.32883162,0.000201334,0.009801264
ENSG00000226636,RP5-1049N15.2,,13.2658782,0.597210065,0.023939869,0.21621592,1.230387747,0.011067522,NA
ENSG00000234418,RP11-560I19.1,,9.802084442,0.484057458,0.049408907,0.27908096,1.430804217,0.013227258,NA
ENSG00000128602,SMO,"smoothened, frizzled class receptor [Source:HGNC Symbol;Acc:HGNC:11119]",461.1049457,0.550726169,0.015854074,0.187156817,0.656246283,0.014908179,0.112644024
ENSG00000273319,RP11-138A9.2,,341.1618926,0.664932541,0.00023153,0.055750828,0.441211302,0.041787606,0.204492489
ENSG00000225144,AC018643.4,,8.506679752,0.525682625,0.004211922,NA,2.297012618,0.009361206,NA
ENSG00000105887,MTPN,myotrophin [Source:HGNC Symbol;Acc:HGNC:15667],3518.386645,-0.453617257,0.002674903,0.106085102,-0.467333974,0.006764421,0.071928156
ENSG00000181072,CHRM2,"cholinergic receptor, muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]",232.1513542,-0.40788585,0.014685894,0.182977291,-0.4566381,0.041287942,0.203175399
ENSG00000157680,DGKI,"diacylglycerol kinase, iota [Source:HGNC Symbol;Acc:HGNC:2855]",1947.360053,-0.439433336,0.001135023,0.083258857,-0.33100768,0.000444299,0.015016811
ENSG00000261115,TMEM178B,transmembrane protein 178B [Source:HGNC Symbol;Acc:HGNC:44112],4348.214523,-0.294172573,0.044757884,0.268886213,-0.342973379,0.00168402,0.032110792
ENSG00000257093,KIAA1147,KIAA1147 [Source:HGNC Symbol;Acc:HGNC:29472],3193.42427,-0.191200727,0.031878913,0.238746979,-0.20686153,0.045670046,0.21447457
ENSG00000211772,TRBC2,T cell receptor beta constant 2 [Source:HGNC Symbol;Acc:HGNC:12157],121.3068698,-0.300858758,0.024846617,0.219686244,-0.581285799,0.006855647,0.072339765
