symbol,Ensembl gene id,colon,kidney,liver,pancreas,lung,prostate,brain,stomach,spleen,lymph node,appendix,small intestine,adrenal gland,duodenum,adipose tissue,endometrium,placenta,testis,gall bladder,urinary bladder,thyroid gland,esophagus,heart,skin,ovary,bone marrow,salivary gland,Category
SLC16A11,ENSG00000174326,0.51,2.96,4.14,1.47,3.06,1.27,0.58,0.69,1.02,0.39,0.19,0.48,0.24,0.39,1.32,1.01,0.01,0.27,0.57,0.12,1.05,0.23,0.36,2.18,0.12,0.06,4.0,Mixed low
CYB5R3,ENSG00000100243,63.04,81.67,76.36,36.78,140.22,116.09,63.0,69.45,63.28,65.21,74.02,70.27,125.52,67.64,219.64,110.79,93.09,152.94,130.77,129.7,76.58,113.05,226.28,117.9,184.47,44.41,73.11,Expressed in all high
CYRIA,ENSG00000197872,5.81,1.57,4.63,1.49,14.43,8.81,47.09,3.97,27.69,23.22,25.74,5.07,13.35,4.59,9.36,9.79,20.33,2.73,16.61,16.22,50.08,7.82,5.0,1.57,12.32,13.6,3.55,Expressed in all low
FHDC1,ENSG00000137460,5.06,0.95,0.04,0.5,7.77,6.76,4.2,4.19,2.4,0.76,1.17,3.74,0.31,2.97,0.4,0.6,7.89,1.32,2.08,1.95,13.61,3.74,0.15,5.1,0.21,8.87,2.95,Mixed high
BCAT1,ENSG00000060982,3.6,1.2,1.52,30.82,6.88,1.13,7.55,1.66,2.01,7.01,8.07,1.5,6.32,1.05,2.62,9.51,14.75,13.36,5.11,4.97,1.38,2.56,1.25,0.61,7.37,2.31,1.2,Mixed high
PIRT,ENSG00000233670,2.95,0.03,0.0,0.0,0.0,0.04,2.84,2.89,0.01,0.0,2.12,2.68,4.11,1.55,0.0,0.01,0.0,0.08,0.28,0.03,0.01,0.33,0.0,0.0,0.0,0.0,0.02,Group enriched
NT5C3A,ENSG00000122643,38.85,11.73,5.52,7.59,13.92,12.71,10.86,21.57,17.36,23.43,20.37,23.83,11.79,24.54,11.79,14.56,10.77,8.03,17.0,17.76,14.24,15.17,9.07,17.57,12.17,17.05,7.14,Expressed in all low
NPM3,ENSG00000107833,18.22,13.46,8.97,12.6,6.08,12.4,9.43,14.55,11.96,22.67,18.03,7.67,15.77,8.94,7.16,19.73,18.14,21.27,11.44,20.96,14.05,16.01,6.65,9.81,22.03,18.16,11.6,Expressed in all low
VPS26B,ENSG00000151502,19.55,14.59,15.84,14.44,19.18,27.29,35.69,19.68,24.27,18.08,18.69,23.46,22.09,21.98,18.83,23.06,16.97,23.3,20.87,20.75,23.48,19.47,18.04,41.2,22.4,23.46,18.13,Expressed in all high
KIF20A,ENSG00000112984,2.96,0.31,1.39,0.05,0.53,0.19,0.57,2.07,1.49,9.29,5.66,3.76,0.42,3.58,0.74,2.22,7.12,11.02,1.09,3.11,0.71,3.58,0.39,3.88,0.22,11.99,0.29,Mixed high
ADCY9,ENSG00000162104,8.39,13.09,5.62,9.91,17.16,3.89,5.55,5.2,4.58,2.39,5.0,8.84,4.66,9.53,4.83,9.21,11.06,5.7,8.9,9.27,26.56,10.53,12.45,4.94,13.04,1.09,8.85,Expressed in all low
PCARE,ENSG00000179270,0.01,0.21,0.0,0.01,0.16,0.1,0.03,0.02,0.01,0.0,0.0,0.01,0.01,0.01,0.03,0.02,0.01,0.12,0.01,0.02,0.06,0.12,0.39,0.09,0.28,0.01,0.0,Not detected
LY6G5C,ENSG00000204428,1.38,1.6,0.67,2.9,4.03,3.25,4.23,2.07,3.78,3.48,3.15,1.87,1.54,3.62,1.51,1.61,2.43,8.78,4.41,2.75,1.54,0.95,1.92,1.5,2.76,2.34,2.27,Mixed low
LMX1A,ENSG00000162761,0.5,0.01,0.0,0.0,0.04,0.01,0.03,0.03,0.0,0.02,0.07,0.55,0.0,1.07,0.77,0.05,0.0,1.02,0.08,0.07,0.03,0.19,0.01,0.06,0.0,0.0,0.02,Mixed low
RBFOX3,ENSG00000167281,0.34,0.35,0.01,0.06,0.07,15.39,28.45,0.1,0.24,0.24,0.13,0.84,0.53,1.28,0.56,14.68,0.02,6.35,0.05,12.39,0.03,9.26,0.02,0.04,0.22,0.26,0.0,Group enriched
FBXL8,ENSG00000135722,6.09,3.67,1.33,3.52,5.61,19.09,1.5,15.17,4.0,2.79,3.56,4.75,6.16,4.88,5.95,4.82,4.23,2.21,2.29,2.32,2.53,1.57,1.74,12.29,1.11,0.76,10.98,Mixed high
TNFSF18,ENSG00000120337,0.28,0.12,0.89,0.15,0.19,0.18,1.64,0.3,0.19,0.2,0.19,0.68,0.2,0.33,0.1,0.06,0.54,0.13,1.93,0.22,0.37,0.59,0.04,0.02,0.03,0.0,0.02,Mixed low
LRATD2,ENSG00000168672,15.22,41.14,7.86,11.2,18.99,15.69,10.42,24.85,4.73,8.19,6.08,10.66,5.52,19.48,10.46,17.05,12.45,4.01,17.33,15.67,14.26,21.54,4.57,9.91,4.41,4.41,53.62,Expressed in all low
AQP9,ENSG00000103569,0.54,0.17,265.96,0.93,8.44,0.54,1.31,0.63,16.52,0.73,67.82,0.55,0.77,0.33,0.36,1.64,3.78,0.3,5.98,9.52,0.53,1.61,0.33,16.41,0.25,34.56,0.26,Mixed high
CALCRL,ENSG00000064989,7.91,12.09,8.47,2.75,97.42,9.46,18.62,8.01,9.65,11.6,15.2,7.16,7.94,7.17,64.55,31.81,9.94,4.31,42.41,32.74,48.47,14.16,23.02,4.64,19.91,0.63,4.99,Mixed high
PAK2,ENSG00000180370,22.75,17.92,19.3,7.47,20.94,16.69,16.96,20.07,33.53,33.91,31.25,18.62,16.68,18.15,18.8,18.83,23.9,13.95,22.34,26.87,17.42,20.46,16.29,12.8,15.95,14.52,9.82,Expressed in all low
FBXW5,ENSG00000159069,49.46,31.47,29.7,23.83,28.42,36.81,17.99,39.98,42.68,30.55,27.81,40.97,23.98,44.37,48.15,22.8,25.68,122.87,21.85,25.97,19.54,31.59,47.07,31.25,19.14,29.18,44.15,Expressed in all high
ARID3C,ENSG00000205143,0.08,0.0,3.26,0.05,0.03,0.0,0.09,0.02,0.0,0.02,0.0,0.02,0.03,0.0,0.02,0.0,0.08,0.18,0.0,0.0,0.01,0.03,0.0,0.13,0.0,0.0,0.02,Moderately tissue enriched
PRSS8,ENSG00000052344,99.88,41.28,6.18,61.51,53.98,54.03,0.24,89.28,0.08,0.35,13.93,114.9,0.17,115.77,0.9,13.33,54.08,0.42,46.01,5.79,48.74,59.82,0.31,50.51,0.47,0.15,164.81,Mixed high
SUGP1,ENSG00000105705,14.63,14.36,8.43,10.47,14.07,17.09,18.95,16.67,24.42,19.4,14.93,14.9,19.56,18.14,13.46,14.23,12.88,29.35,11.22,11.54,11.72,12.21,12.09,20.28,13.28,11.92,15.68,Expressed in all low
,ENSG00000145965,0.28,0.33,0.27,0.1,0.25,0.7,0.24,0.3,0.83,0.63,0.5,0.23,0.48,0.36,0.16,0.53,0.16,0.38,0.33,0.12,0.65,0.07,0.15,2.21,0.34,0.05,0.49,Mixed low
RWDD3,ENSG00000122481,16.58,14.1,15.19,5.91,12.25,19.93,12.52,14.76,16.94,22.64,17.47,15.68,16.92,12.94,15.11,19.59,14.64,11.16,13.58,19.18,16.32,11.18,19.95,16.35,14.83,18.45,13.2,Expressed in all low
SOCS3,ENSG00000184557,18.61,15.69,49.09,21.3,64.3,62.65,8.59,14.96,12.45,41.11,79.94,20.73,42.59,15.54,82.64,22.72,53.23,8.8,180.71,122.16,22.71,61.48,17.14,2.32,9.31,69.8,18.78,Expressed in all low
SCN1B,ENSG00000105711,4.32,2.62,3.21,1.49,3.57,5.71,25.12,3.22,15.05,3.0,3.33,2.68,8.37,1.64,8.09,4.12,5.79,2.78,4.85,6.04,2.52,7.92,41.43,1.63,2.73,1.11,2.41,Expressed in all low
GORAB,ENSG00000120370,11.27,4.62,5.34,4.2,7.73,8.58,6.03,6.85,10.72,13.5,9.56,5.26,9.17,5.83,5.16,10.79,8.4,10.86,8.48,9.35,10.03,4.53,7.23,6.49,11.71,7.22,5.96,Expressed in all low
ATMIN,ENSG00000166454,18.89,18.71,10.91,9.94,14.99,20.62,24.46,14.9,15.3,18.3,15.84,17.32,16.08,16.61,19.01,19.82,31.67,50.9,17.55,24.19,27.43,28.78,17.52,21.7,19.51,14.54,13.37,Expressed in all low
SPINK8,ENSG00000229453,0.03,0.0,0.0,0.0,0.27,0.83,0.48,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.05,0.0,0.0,0.1,2.18,0.0,0.0,0.0,1.92,1.16,Mixed low
STBD1,ENSG00000118804,9.88,2.51,18.55,2.15,5.0,7.45,1.73,6.37,1.09,0.46,3.1,8.02,1.77,3.22,48.46,3.49,4.12,3.22,3.6,3.99,0.68,4.81,11.43,0.39,3.27,3.92,1.2,Mixed high
CDKAL1,ENSG00000145996,4.88,4.83,3.88,2.81,7.04,5.22,4.95,6.08,7.82,9.63,6.73,5.94,4.75,4.82,4.61,9.64,10.84,7.55,8.41,9.51,12.81,6.89,4.63,6.91,9.08,3.88,5.37,Expressed in all low
LOC105371730,ENSG00000214708,0.28,0.41,0.05,0.22,3.3,0.39,0.19,1.91,0.08,0.0,0.08,0.19,1.6,0.43,1.42,0.02,0.04,0.15,0.17,0.05,0.79,0.21,0.74,0.13,0.02,0.11,0.3,Mixed low
EIF2D,ENSG00000143486,21.86,28.86,17.94,17.72,24.8,26.88,9.76,20.75,21.36,31.41,19.66,20.59,26.64,17.55,32.44,31.14,25.37,23.16,26.43,27.41,37.38,26.87,20.6,33.08,56.93,21.03,35.81,Expressed in all low
DHRS7,ENSG00000100612,55.7,56.58,51.75,39.57,49.47,341.49,34.41,113.24,33.15,38.17,39.25,133.09,78.98,82.57,33.1,46.36,23.33,10.5,59.25,47.71,105.59,35.72,29.9,17.62,49.58,35.86,230.02,Expressed in all high
CACNA1I,ENSG00000100346,0.11,0.0,0.02,0.03,0.1,0.06,2.61,0.22,0.48,1.6,0.82,0.24,1.53,0.08,0.02,0.01,0.01,0.57,0.16,0.31,1.04,0.06,0.0,0.04,0.03,0.34,0.03,Mixed low
CZIB,ENSG00000162384,32.01,34.5,23.38,12.71,41.85,44.81,32.2,30.84,41.9,42.55,37.34,28.23,40.65,28.53,52.27,65.8,38.96,38.72,43.88,44.7,43.43,41.38,44.35,28.3,64.48,17.03,27.34,Expressed in all high
RECQL,ENSG00000004700,16.41,14.5,9.56,5.32,24.63,17.83,9.22,16.08,29.44,46.06,37.93,15.13,19.28,12.9,25.62,27.78,20.62,13.1,26.41,36.35,19.43,23.37,23.03,18.26,16.25,10.64,9.07,Expressed in all low
ULK2,ENSG00000083290,4.66,8.77,3.19,3.45,13.07,8.1,16.63,5.34,9.05,6.01,5.52,3.93,8.06,4.12,10.72,9.71,8.07,48.11,11.26,7.24,8.37,8.95,7.27,7.68,11.26,2.6,5.8,Expressed in all low
AMPD3,ENSG00000133805,5.83,5.28,1.01,1.5,5.56,8.34,7.41,6.74,9.13,16.88,21.15,4.85,16.84,6.62,2.95,4.61,4.09,2.95,7.77,10.41,3.18,6.17,2.8,13.74,2.78,40.88,5.14,Expressed in all low
SMIM8,ENSG00000111850,4.06,4.28,2.7,1.67,2.95,4.45,6.09,2.71,2.84,3.79,2.72,3.53,4.13,2.8,4.19,5.96,2.22,3.56,2.97,2.98,4.28,3.58,4.11,2.47,4.88,2.39,2.19,Expressed in all low
DNAJB14,ENSG00000164031,14.53,12.75,5.76,3.9,14.82,12.87,19.12,12.3,12.48,18.61,13.38,10.73,12.86,10.14,11.32,13.77,13.12,6.31,12.24,12.72,17.51,10.87,6.34,8.99,11.71,15.5,7.89,Expressed in all low
ANKRD31,ENSG00000145700,0.11,0.24,0.12,0.25,0.2,0.15,0.2,0.36,0.14,0.28,0.1,0.2,0.38,0.14,0.15,0.18,0.09,6.67,0.19,0.09,0.19,0.91,0.08,0.11,0.27,0.05,0.07,Moderately tissue enriched
CCNG2,ENSG00000138764,35.68,54.06,6.64,7.47,25.62,75.58,23.71,25.47,41.12,65.74,35.36,21.94,23.79,25.42,46.24,41.66,59.0,12.54,32.39,57.97,47.37,121.73,11.3,22.15,31.38,46.8,24.5,Expressed in all low
TRIM8,ENSG00000171206,28.7,71.91,27.49,35.26,54.14,39.06,39.85,43.52,38.32,34.05,36.12,31.39,28.29,30.4,60.49,42.09,38.67,22.68,48.36,53.91,55.38,31.97,38.38,18.75,35.64,23.76,52.22,Expressed in all high
TMEM14A,ENSG00000096092,23.51,34.78,46.76,12.86,17.55,38.54,45.25,34.34,11.1,18.04,13.63,31.97,45.83,33.99,14.89,26.87,13.88,17.75,26.13,30.26,27.46,34.86,12.48,10.28,32.93,6.19,13.79,Expressed in all low
RPSA,ENSG00000168028,119.12,53.48,40.1,100.75,93.27,100.68,48.58,108.45,123.21,220.99,161.57,111.72,110.78,125.54,61.91,127.87,99.72,61.04,76.46,119.91,92.11,154.76,64.55,124.54,266.26,188.25,132.14,Expressed in all high
MRPL55,ENSG00000162910,18.85,26.16,22.03,20.74,22.34,40.84,23.34,23.36,28.17,27.9,19.12,25.85,31.61,37.0,30.72,25.38,23.02,26.47,26.39,21.8,22.27,21.59,32.95,27.77,28.37,39.41,43.89,Expressed in all high
SPACA7,ENSG00000153498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Highly tissue enriched
FSCN1,ENSG00000075618,7.61,7.49,6.35,2.03,18.41,4.66,48.13,6.89,47.02,19.23,25.35,4.11,14.66,3.93,28.27,18.05,42.83,25.39,14.54,19.33,8.09,14.44,9.57,20.3,27.33,6.24,8.98,Expressed in all low
GPA33,ENSG00000143167,144.26,0.46,0.02,0.0,5.07,0.16,0.11,1.53,0.84,2.83,18.27,104.07,0.16,110.5,0.25,0.08,0.22,0.85,0.31,0.4,0.03,0.26,0.77,0.1,0.01,0.47,0.0,Group enriched
PSMC6,ENSG00000100519,41.53,38.14,35.47,15.04,29.24,37.45,38.37,41.84,32.97,40.13,43.67,34.69,40.2,33.32,32.05,37.46,31.59,23.18,25.31,31.57,29.93,35.87,32.8,28.07,28.63,48.27,21.08,Expressed in all high
HELLS,ENSG00000119969,4.22,1.57,1.37,0.87,1.41,1.48,1.05,4.1,2.35,11.48,7.25,3.03,1.28,2.44,1.1,2.88,4.46,13.04,2.0,4.23,0.84,3.05,0.24,4.31,1.02,11.13,0.69,Mixed high
AMY1B,ENSG00000174876,0.19,0.06,0.1,227.12,1.92,0.09,0.01,0.02,0.05,0.36,0.02,0.17,0.04,0.16,0.24,0.06,0.43,1.35,0.04,0.0,1.02,0.14,0.15,0.38,0.71,0.25,4195.24,Moderately tissue enriched
PLA2G2D,ENSG00000117215,1.5,0.07,0.28,0.16,1.93,0.18,0.01,1.92,8.97,79.06,12.55,1.3,0.04,1.11,0.13,0.17,0.09,0.35,1.35,5.75,0.19,0.34,0.11,0.1,0.61,0.09,0.78,Moderately tissue enriched
FAM20C,ENSG00000177706,13.75,54.42,18.48,9.85,13.07,17.26,14.21,15.96,8.41,3.82,28.73,17.88,11.19,16.62,25.23,13.19,9.52,10.61,19.41,19.7,6.72,9.51,11.66,7.48,12.13,5.3,45.51,Expressed in all low
,ENSG00000215431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not detected
GCNT1,ENSG00000187210,15.09,1.48,1.78,2.03,6.78,10.84,2.06,60.35,14.1,11.83,11.84,46.4,1.56,71.05,1.72,11.84,6.03,4.84,6.82,6.33,41.6,5.54,1.8,1.2,1.51,11.25,6.32,Expressed in all low
CDC42BPG,ENSG00000171219,8.43,3.55,0.7,3.33,7.51,4.88,0.04,10.53,1.19,2.09,1.44,7.55,1.42,9.49,0.74,0.71,5.19,1.76,5.01,3.65,2.73,6.7,0.45,22.88,1.57,1.35,8.46,Mixed high
DLEU7,ENSG00000186047,0.37,0.38,0.23,0.0,0.61,0.15,4.31,0.24,0.38,0.26,1.23,0.4,0.59,0.15,0.05,0.08,0.7,0.71,0.24,0.34,0.22,0.17,0.07,0.19,0.1,0.49,0.24,Mixed low
C5orf49,ENSG00000215217,0.11,2.65,0.17,0.88,6.02,1.65,3.24,0.44,0.06,0.08,0.14,0.03,0.53,0.16,0.06,1.23,0.08,17.01,0.41,0.25,0.48,0.11,0.1,0.25,0.61,0.0,0.19,Mixed high
CHRM2,ENSG00000181072,1.27,0.02,0.69,0.04,0.54,0.4,1.86,0.51,0.0,0.02,1.66,1.63,0.26,0.7,0.07,0.92,1.44,0.5,14.61,7.88,0.03,0.58,34.95,0.09,0.29,0.0,0.04,Group enriched
ZNF654,ENSG00000175105,6.56,4.26,4.55,2.11,4.97,6.17,4.43,4.73,4.68,6.78,5.02,5.06,4.53,4.83,4.52,4.73,4.68,6.92,5.95,6.85,6.63,6.36,2.9,6.38,6.73,5.48,3.82,Expressed in all low
,ENSG00000205441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not detected
NKAIN3,ENSG00000185942,0.07,0.14,0.03,0.0,0.0,0.47,5.77,0.24,0.05,0.0,0.0,0.32,2.55,0.16,0.0,0.26,0.17,0.25,0.0,0.49,0.0,0.36,0.19,0.0,0.16,0.0,1.22,Group enriched
ONECUT3,ENSG00000205922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.01,0.0,0.0,0.11,0.0,0.4,0.0,0.0,0.0,0.35,0.6,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,Moderately tissue enriched
,ENSG00000237597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Highly tissue enriched
GPALPP1,ENSG00000133114,15.14,15.05,10.42,5.41,12.83,17.05,16.45,13.91,15.15,17.86,14.38,12.4,15.35,11.62,13.98,21.26,14.26,14.44,13.7,15.47,19.46,12.79,10.63,14.57,16.73,6.22,10.62,Expressed in all low
ATAD2,ENSG00000156802,6.3,1.7,5.36,1.9,3.72,8.45,3.01,4.53,4.64,17.24,10.61,5.32,3.95,5.07,2.88,4.17,5.98,26.19,4.69,8.07,5.52,7.11,5.63,5.82,7.43,22.84,2.43,Expressed in all low
MAEL,ENSG00000143194,0.21,1.58,0.14,0.0,0.27,0.67,1.43,0.11,0.06,0.13,0.05,0.13,0.24,0.07,0.17,0.11,4.45,125.11,0.33,0.05,0.17,0.26,4.27,0.08,0.0,0.05,0.16,Moderately tissue enriched
FKBP4,ENSG00000004478,48.03,62.13,35.7,31.35,22.34,59.15,46.85,41.69,19.77,23.27,29.71,30.59,41.21,25.05,17.13,46.86,66.92,79.37,32.78,37.4,59.59,57.68,25.39,44.27,46.06,20.8,49.19,Expressed in all high
HORMAD1,ENSG00000143452,0.41,0.0,0.16,0.0,0.39,0.07,0.09,0.19,1.03,0.47,0.48,0.37,0.08,0.13,0.17,0.09,0.23,112.14,0.3,0.37,0.05,4.47,0.02,5.38,0.02,0.55,0.0,Moderately tissue enriched
PAK6,ENSG00000137843,1.38,3.87,0.03,3.0,2.44,3.64,14.15,3.45,0.96,0.73,0.38,1.31,4.4,1.12,0.33,1.28,8.76,17.39,0.95,2.84,7.43,14.03,5.84,20.18,0.87,0.51,1.59,Mixed high
GRN,ENSG00000030582,145.92,83.78,52.99,45.39,254.96,79.15,30.16,105.86,222.84,160.64,136.75,99.33,62.79,102.69,81.12,87.99,191.08,66.22,154.17,155.96,100.94,232.72,77.87,145.16,50.57,255.26,105.76,Expressed in all high
TMIGD3,ENSG00000121933,9.21,1.84,5.06,0.85,3.41,0.8,20.2,3.17,6.65,11.93,7.73,11.51,28.14,4.17,1.91,3.17,19.11,53.0,10.0,7.98,1.69,3.99,2.45,0.49,1.6,1.32,2.09,Mixed high
,ENSG00000197376,0.01,0.0,0.0,0.0,0.02,0.01,0.01,0.05,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.06,0.01,0.53,0.11,0.02,0.0,0.0,0.0,0.01,0.26,0.0,0.0,Not detected
ZIC1,ENSG00000152977,0.07,0.01,5.72,0.0,0.81,0.1,14.17,0.0,0.0,0.12,0.0,0.77,0.16,0.56,0.2,0.12,0.0,0.77,0.59,0.0,0.0,0.65,0.0,2.21,0.09,0.01,0.0,Mixed high
TAS2R31,ENSG00000256436,0.2,0.07,0.1,0.07,0.39,0.42,0.34,0.27,0.26,0.3,0.04,0.06,0.04,0.15,0.19,0.36,0.21,0.69,0.19,0.1,0.33,0.19,0.09,0.38,0.4,0.14,0.2,Not detected
PWP2,ENSG00000241945,10.72,7.4,4.96,7.07,8.97,7.51,9.65,9.53,14.61,16.08,12.63,7.93,9.02,9.6,7.91,8.78,10.41,11.15,8.73,10.31,7.77,9.42,5.71,10.87,7.87,8.05,7.24,Expressed in all low
LOC101927057,ENSG00000126861,2.0,0.08,1.89,0.0,13.66,0.1,78.2,1.7,1.71,1.91,0.41,1.25,0.23,0.68,0.29,7.3,0.53,0.21,13.07,3.97,0.44,2.37,0.3,0.17,0.37,1.14,0.07,Moderately tissue enriched
SIPA1L1,ENSG00000197555,19.8,26.64,13.66,13.01,20.67,11.5,32.45,29.31,45.72,25.17,21.8,18.34,22.77,19.49,7.09,12.17,9.34,39.11,34.42,23.39,32.34,35.03,5.2,19.49,8.51,14.31,16.31,Expressed in all low
TRPC1,ENSG00000144935,2.55,2.95,1.17,0.72,3.74,6.89,8.45,1.91,2.79,2.84,2.27,1.93,5.77,1.1,3.97,11.44,3.49,5.88,7.98,3.97,8.47,6.5,9.75,3.46,13.76,0.42,1.49,Mixed high
PPIC,ENSG00000168938,41.33,18.25,15.91,12.05,20.3,22.41,2.72,22.32,6.85,7.37,16.12,27.61,14.49,29.81,29.27,24.0,43.01,10.17,34.91,47.36,46.76,40.38,32.47,14.34,11.58,0.14,21.36,Mixed high
SNX17,ENSG00000115234,43.51,48.44,29.27,26.26,54.41,52.55,42.01,44.53,66.23,69.4,56.31,41.68,53.43,38.42,53.03,54.19,52.62,39.58,48.88,52.57,58.07,51.12,44.89,39.69,60.65,31.83,42.16,Expressed in all high
STC1,ENSG00000159167,1.59,11.51,3.86,6.66,4.77,4.08,1.32,6.49,0.21,0.65,2.8,1.54,2.82,1.37,9.5,46.04,24.67,0.31,15.53,12.83,27.79,7.35,4.97,0.46,0.59,0.07,1.99,Mixed high
RUBCN,ENSG00000145016,7.27,6.63,2.64,4.73,9.88,4.77,16.99,9.0,17.74,16.2,13.89,7.14,6.49,6.85,5.88,6.52,6.12,21.75,8.25,8.51,6.23,10.3,11.92,9.39,9.0,6.31,5.59,Expressed in all low
ANKRD6,ENSG00000135299,2.71,8.91,4.78,5.25,9.88,6.46,20.73,4.23,3.76,4.94,4.56,2.06,5.41,1.45,7.84,9.34,6.52,10.45,8.89,8.8,9.31,6.03,8.99,2.56,21.52,1.73,9.28,Expressed in all low
AKAP8L,ENSG00000011243,12.9,17.38,10.77,11.29,19.56,22.27,18.81,19.38,27.32,24.4,17.63,15.36,24.19,18.1,17.95,21.51,20.92,35.21,17.92,16.86,21.11,11.98,17.42,19.48,23.95,40.83,16.72,Expressed in all high
MIS18BP1,ENSG00000129534,11.23,4.96,2.8,3.73,11.95,9.28,4.59,12.93,21.72,34.02,22.33,12.43,5.87,11.91,11.16,16.14,12.49,19.56,11.72,17.69,9.51,10.34,4.06,12.94,16.39,46.29,7.05,Expressed in all low
GOLGA3,ENSG00000090615,16.18,7.01,3.32,6.17,10.09,11.18,10.46,14.44,12.49,10.34,11.74,9.07,8.35,6.49,9.83,12.17,10.24,11.86,8.52,11.73,10.44,12.17,8.36,11.67,13.04,6.78,11.62,Expressed in all low
PTTG1,ENSG00000164611,18.67,1.29,3.42,0.38,5.17,2.16,3.95,10.17,10.15,58.22,23.23,17.5,1.73,19.88,3.13,5.17,19.17,102.83,5.33,12.48,56.79,25.89,1.63,24.31,1.11,74.62,2.48,Mixed high
ARGFX,ENSG00000186103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not detected
INSM1,ENSG00000173404,2.47,0.02,0.01,1.31,0.02,0.34,1.29,5.41,0.22,0.53,0.58,1.69,6.28,2.29,0.27,0.01,0.0,0.31,0.04,0.31,0.02,0.0,0.0,0.06,0.0,0.02,0.0,Group enriched
FCHSD2,ENSG00000137478,15.7,14.6,15.78,6.73,28.92,14.5,38.5,17.53,53.46,99.22,43.08,16.28,23.91,12.95,19.62,31.74,33.56,34.4,88.28,99.62,63.46,43.66,46.03,14.13,39.52,33.9,8.36,Expressed in all low
CCR9,ENSG00000173585,0.23,0.29,0.26,0.03,0.09,0.02,0.04,0.58,1.09,0.42,1.14,5.05,0.0,3.64,0.01,0.12,0.08,0.04,0.23,0.13,0.11,0.02,0.02,0.01,0.03,0.4,0.03,Mixed low
,ENSG00000253350,0.0,0.0,0.0,0.0,0.0,0.05,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,Not detected
HSD17B7,ENSG00000132196,9.0,6.54,18.75,3.12,13.33,12.62,10.5,9.2,11.75,16.05,12.04,8.99,20.55,12.48,4.01,8.26,9.96,6.11,8.53,11.68,11.03,10.27,3.62,17.16,10.44,3.27,8.04,Expressed in all low
LYAR,ENSG00000145220,11.76,4.7,7.15,4.32,12.23,9.0,4.8,8.32,18.52,23.03,20.48,7.44,8.78,7.71,9.38,8.97,11.19,102.35,8.89,11.05,6.38,13.95,11.98,8.45,11.74,12.7,4.78,Expressed in all low
AZIN1,ENSG00000155096,49.46,32.64,40.84,64.35,38.17,45.88,75.68,49.64,32.12,55.42,52.78,74.75,51.16,60.44,45.9,42.27,81.76,38.72,47.61,60.58,67.18,52.08,37.89,26.8,35.57,84.22,34.3,Expressed in all high
AGMAT,ENSG00000116771,11.09,130.22,41.71,0.1,0.12,0.39,1.24,2.48,1.69,4.12,3.57,12.72,0.71,17.36,0.33,0.47,0.17,0.7,0.6,1.21,0.54,0.18,0.07,0.07,0.08,0.31,4.02,Mixed high
COX7A1,ENSG00000161281,11.05,25.94,3.68,6.47,18.76,49.86,19.18,4.49,12.32,5.16,11.78,7.04,38.57,6.42,94.66,16.41,10.46,6.21,13.4,16.07,12.31,28.95,385.99,3.34,25.88,0.12,14.71,Mixed high
TMEM248,ENSG00000106609,40.18,30.91,27.68,20.13,41.09,42.83,30.61,47.32,37.66,38.72,33.79,38.24,41.46,42.84,25.4,45.1,38.47,51.47,45.28,41.3,49.02,30.73,26.24,25.94,51.63,21.13,31.86,Expressed in all high
ATP9A,ENSG00000054793,20.84,10.54,5.02,7.05,10.59,19.08,84.85,20.51,2.73,3.54,5.99,15.55,11.35,11.55,31.72,12.51,4.71,22.62,13.04,12.14,28.43,12.82,8.91,4.86,18.67,1.52,18.57,Expressed in all low
GAK,ENSG00000178950,43.02,30.51,10.05,18.2,25.39,24.24,18.16,49.84,43.72,32.25,28.14,44.83,17.99,49.57,20.55,30.21,21.17,40.21,23.55,23.51,20.66,23.11,8.11,36.92,17.99,33.2,64.05,Expressed in all low
