EnsemblID,Gene type,Gene symbol,Section-related expressed,PCC with DS2 (human),PCC with DS2 (macaque),Section specificity in human (Log2FC),Section specificity in chimpanzee (Log2FC),Section specificity in macaque (Log2FC),Layer marker in human,Log2FC to other layers in human,Specificity score in human,Layer marker in chimpanzee,Log2FC to other layers in chimpanzee,Specificity score in chimpanzee,Layer marker in macaque,Log2FC to other layers in macaque,Specificity score in macaque,Correlation to human ISH pattern,Human-specific changed,Chimpanzee-specific changed,Macaque-specific changed,Type of lineage-specific change
ENSG00000172071.7,protein_coding,EIF2AK3,TRUE,-0.02420 ,0.91012 ,0.799250932,0.175365051,0.265829529,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T2
ENSG00000172081.9,protein_coding,MOB3A,TRUE,0.69042 ,0.78459 ,0.437744106,0.591643129,0.461591486,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172086.7,protein_coding,KRCC1,TRUE,0.96897 ,0.95529 ,1.555317192,1.290395389,0.848350323,L6,0.902008355,0.88744 ,L6,0.50805 ,0.72753 ,L6,0.46506 ,0.96419 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172113.4,protein_coding,NME6,TRUE,NA,NA,0.365624326,0.375433422,0.371362624,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172115.4,protein_coding,CYCS,TRUE,-0.80564 ,0.69372 ,0.098714825,0.175823714,0.308655704,NA,NA,NA,No,NA,NA,L4,0.26556 ,0.41173 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000172137.14,protein_coding,CALB2,TRUE,0.97662 ,0.98922 ,3.196130872,3.00475733,2.128909562,L2,3.069389103,0.37649 ,L2,2.81081 ,0.47843 ,L2,1.99910 ,0.37078 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172159.11,protein_coding,FRMD3,TRUE,0.72415 ,0.39891 ,0.409587624,0.323824187,0.187319602,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172164.9,protein_coding,SNTB1,TRUE,0.83422 ,0.96078 ,0.812605965,1.282256405,1.861443891,NA,NA,NA,No,NA,NA,L1,1.76003 ,0.43345 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172171.6,protein_coding,TEFM,TRUE,0.46627 ,0.23758 ,0.460171109,0.563043628,0.467583722,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T1
ENSG00000172172.3,protein_coding,MRPL13,FALSE,0.65720 ,0.85560 ,0.119810203,0.127851377,0.142138266,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172175.8,protein_coding,MALT1,TRUE,0.34002 ,0.66227 ,0.471837915,0.497314648,0.703288877,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172201.6,protein_coding,ID4,TRUE,0.89996 ,0.96523 ,1.201853094,1.265493292,1.619651497,NA,NA,NA,No,NA,NA,L1,1.45545 ,0.37992 ,NA,TRUE,FALSE,FALSE,T2
ENSG00000172209.4,protein_coding,GPR22,TRUE,NA,NA,0.354667449,0.17086283,0.504851702,NA,NA,NA,No,NA,NA,L3,0.46942 ,0.23791 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000172216.4,protein_coding,CEBPB,TRUE,0.60434 ,0.81302 ,0.889139441,0.4782602,0.497837739,L2,0.765863545,0.38678 ,No,NA,NA,L2,0.46890 ,0.27089 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172239.9,protein_coding,PAIP1,FALSE,0.06945 ,-0.29555 ,0.145123635,0.154991571,0.237435697,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172244.4,protein_coding,C5orf34,TRUE,-0.55308 ,0.76367 ,0.275892463,0.210712947,0.203267357,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172247.3,protein_coding,C1QTNF4,TRUE,-0.63512 ,0.38628 ,0.42885815,0.642642687,0.404212708,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172260.8,protein_coding,NEGR1,TRUE,0.89670 ,0.90127 ,0.195661139,0.172146203,0.41644093,NA,NA,NA,No,NA,NA,L3,0.35509 ,0.30812 ,NA,FALSE,FALSE,TRUE,T3
ENSG00000172262.7,protein_coding,ZNF131,TRUE,0.84098 ,0.32245 ,0.137224842,0.087674874,0.055176958,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000172264.12,protein_coding,MACROD2,TRUE,0.91589 ,0.77307 ,0.33798273,0.139634698,0.123227349,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,TRUE,FALSE,T1
ENSG00000172269.12,protein_coding,DPAGT1,TRUE,0.88402 ,-0.02286 ,0.288132116,0.032772328,0.09614669,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T3
ENSG00000172270.14,protein_coding,BSG,TRUE,-0.72586 ,0.75040 ,0.226474415,0.526334509,0.078310394,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172273.8,protein_coding,HINFP,TRUE,0.77847 ,-0.81785 ,0.255511124,0.094532657,0.095542081,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172292.10,protein_coding,CERS6,TRUE,0.80401 ,0.90791 ,0.334879879,0.177183273,0.434737893,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000172301.6,protein_coding,COPRS,TRUE,0.35969 ,0.85151 ,0.14548134,0.139375386,0.099062357,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172315.5,protein_coding,TP53RK,TRUE,0.64663 ,0.69309 ,0.425532258,0.273148007,0.339183586,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T1
ENSG00000172318.3,protein_coding,B3GALT1,TRUE,0.80663 ,0.81088 ,0.185378211,0.289348021,0.244342032,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172331.7,protein_coding,BPGM,TRUE,0.84220 ,0.87545 ,0.24437476,0.20050619,0.244850921,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172336.4,protein_coding,POP7,TRUE,0.90010 ,-0.02580 ,0.114800779,0.19801092,0.120246007,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172339.7,protein_coding,ALG14,TRUE,0.50363 ,0.01177 ,0.704172905,0.553673122,0.288665261,L6,0.278311416,0.74990 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000172340.10,protein_coding,SUCLG2,TRUE,0.97420 ,0.73865 ,1.084317705,0.767664336,1.141889513,NA,NA,NA,No,NA,NA,L1,0.96641 ,0.41424 ,NA,FALSE,TRUE,FALSE,T2
ENSG00000172345.8,protein_coding,STARD5,TRUE,0.68967 ,0.57646 ,0.138346836,0.979860167,0.567738956,NA,NA,NA,L6,0.52907 ,0.56654 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172346.10,protein_coding,CSDC2,TRUE,0.88946 ,0.57417 ,0.329911939,0.428475892,0.345289325,NA,NA,NA,No,NA,NA,L4,0.28513 ,0.40708 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172348.10,protein_coding,RCAN2,TRUE,0.91338 ,0.77167 ,0.292648603,0.130661873,0.475393815,L3,0.410325184,0.37827 ,No,NA,NA,L4,0.41654 ,0.37630 ,NA,FALSE,FALSE,TRUE,T3
ENSG00000172349.12,protein_coding,IL16,TRUE,NA,NA,1.12146121,0.936520472,0.708720241,L1,0.773398238,0.43590 ,No,NA,NA,No,NA,NA,NA,FALSE,TRUE,FALSE,T3
ENSG00000172350.5,protein_coding,ABCG4,TRUE,0.97009 ,0.99090 ,0.640771397,0.42298417,0.330961949,L3,1.040273035,0.26792 ,L3,0.81694 ,0.20847 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172354.5,protein_coding,GNB2,TRUE,0.31805 ,0.42345 ,0.366229648,0.388647112,0.125590535,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172361.5,protein_coding,CCDC11,FALSE,0.90354 ,0.77534 ,0.282867308,0.367620201,0.18083952,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172366.15,protein_coding,FAM195A,TRUE,-0.75573 ,-0.09530 ,0.316056758,0.243086694,0.21437253,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172375.8,protein_coding,C2CD2L,TRUE,0.96445 ,0.90815 ,0.545013613,0.401904323,0.322567241,L2,0.55470281,0.36991 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172379.14,protein_coding,ARNT2,TRUE,0.94885 ,0.95111 ,0.415610125,0.408130358,0.233972497,L2,0.553217232,0.36002 ,L2,0.53886 ,0.38424 ,L2,0.24966 ,0.35085 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000172380.5,protein_coding,GNG12,TRUE,0.96465 ,0.98341 ,1.182217823,1.528842115,1.953622423,NA,NA,NA,No,NA,NA,L1,1.70895 ,0.34148 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000172403.6,protein_coding,SYNPO2,TRUE,0.70159 ,0.93219 ,0.651906451,0.499312298,0.495997208,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172409.5,protein_coding,CLP1,TRUE,0.58737 ,0.08353 ,0.298782748,0.192207704,0.115254839,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172426.11,protein_coding,RSPH9,TRUE,0.77124 ,0.13316 ,1.151125745,0.386052982,0.350509341,L2,1.020953757,0.39038 ,No,NA,NA,L2,0.52564 ,0.38608 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172428.5,protein_coding,MYEOV2,FALSE,-0.53095 ,-0.42169 ,0.634619147,0.437862622,0.313575502,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172432.14,protein_coding,GTPBP2,TRUE,0.87284 ,0.16144 ,0.286618801,0.181863905,0.135789675,L3,0.35590876,0.24639 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172456.12,protein_coding,FGGY,FALSE,0.11763 ,0.05566 ,0.342316546,0.295520397,0.255953796,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172458.4,protein_coding,IL17D,TRUE,0.44967 ,0.41848 ,0.482252624,0.550006195,0.313158284,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172461.5,protein_coding,FUT9,FALSE,0.87120 ,0.81127 ,0.388374317,0.310147987,0.121291058,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172465.9,protein_coding,TCEAL1,TRUE,0.15280 ,0.85752 ,0.250266941,0.201784204,0.09765593,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T1
ENSG00000172466.11,protein_coding,ZNF24,TRUE,0.98501 ,0.94624 ,1.921671364,1.426019039,0.672090882,L6,1.163266638,0.88518 ,L6,0.65918 ,0.80947 ,L6,0.31833 ,0.70874 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000172469.10,protein_coding,MANEA,TRUE,0.31650 ,0.89097 ,1.095880556,0.779096509,0.403909233,L6,0.730444372,0.60732 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172493.16,protein_coding,AFF1,TRUE,0.45495 ,0.87045 ,1.102319456,0.439402526,0.342442756,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172500.8,protein_coding,FIBP,TRUE,0.93431 ,0.98822 ,0.110849774,0.20205629,0.270153051,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172508.6,protein_coding,CARNS1,TRUE,0.88261 ,0.98856 ,3.791622671,3.143162144,2.225305348,L6,2.847454542,0.88867 ,L6,2.22871 ,0.70567 ,L6,1.61918 ,0.68121 ,NA,TRUE,FALSE,FALSE,T2
ENSG00000172530.15,protein_coding,BANP,FALSE,0.67936 ,0.35030 ,0.157961938,0.232751168,0.305382245,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172531.10,protein_coding,PPP1CA,FALSE,-0.65767 ,0.22285 ,0.143218047,0.086698023,0.081251331,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172534.9,protein_coding,HCFC1,TRUE,0.09215 ,0.39150 ,0.197815738,0.130456026,0.104699373,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172543.3,protein_coding,CTSW,TRUE,NA,NA,0.952258244,1.393643187,0.166737136,L1,0.742250458,0.69116 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T1
ENSG00000172548.10,protein_coding,NIPAL4,TRUE,NA,NA,3.885412458,3.102827214,2.431160436,L6,2.514621304,0.82250 ,L6,2.24099 ,0.79800 ,L6,1.52238 ,0.82445 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172568.4,protein_coding,FNDC9,TRUE,0.95857 ,0.95938 ,1.294382954,1.283788359,1.768884817,L2,1.494340287,0.44387 ,L2,1.10530 ,0.57312 ,L2,1.58698 ,0.44915 ,NA,TRUE,FALSE,FALSE,T2
ENSG00000172572.6,protein_coding,PDE3A,TRUE,0.95259 ,0.99019 ,2.005660638,1.211688106,1.940310792,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172575.7,protein_coding,RASGRP1,TRUE,0.72608 ,0.87689 ,0.847691079,0.692617876,0.488105684,NA,NA,NA,No,NA,NA,L6,0.65424 ,0.23321 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172586.7,protein_coding,CHCHD1,FALSE,-0.20101 ,0.28689 ,0.16042532,0.042668295,0.076236719,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172590.14,protein_coding,MRPL52,FALSE,-0.36543 ,0.78541 ,0.41498722,0.307074278,0.205543304,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172594.8,protein_coding,SMPDL3A,TRUE,0.42752 ,0.50845 ,0.123184392,0.534981409,0.675739832,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172602.5,protein_coding,RND1,TRUE,0.84010 ,0.86844 ,0.354598379,0.303950253,0.277374001,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172613.3,protein_coding,RAD9A,TRUE,-0.01538 ,0.74358 ,0.201991916,0.117095303,0.422987285,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172638.8,protein_coding,EFEMP2,TRUE,0.75359 ,0.88567 ,1.496733443,1.166029101,0.621613368,L1,1.094715094,0.50260 ,L1,0.86731 ,0.36637 ,No,NA,NA,NA,FALSE,FALSE,TRUE,T1
ENSG00000172660.7,protein_coding,TAF15,FALSE,0.90604 ,0.51051 ,0.171367246,0.108754994,0.159457416,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172661.13,protein_coding,FAM21C,TRUE,-0.58895 ,-0.03383 ,0.359338428,0.174160237,0.153830879,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172663.4,protein_coding,TMEM134,TRUE,0.57335 ,0.55437 ,1.04199233,0.76727404,0.196018085,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000172667.6,protein_coding,ZMAT3,TRUE,0.87809 ,0.46546 ,0.260267309,0.136503757,0.365759777,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T3
ENSG00000172671.15,protein_coding,ZFAND4,TRUE,-0.42556 ,0.75750 ,1.335222623,0.918466567,0.247964835,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172673.6,protein_coding,THEMIS,TRUE,0.51883 ,0.84954 ,2.183521501,1.636829854,1.360628147,L5,2.478846274,0.34863 ,No,NA,NA,L6,1.68233 ,0.20894 ,NA,TRUE,FALSE,FALSE,T3
ENSG00000172687.9,protein_coding,ZNF738,TRUE,0.38795 ,0.28075 ,1.373622708,0.948343674,0.242230446,L6,0.804568457,0.71793 ,L6,0.74915 ,0.66452 ,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172724.7,protein_coding,CCL19,TRUE,0.99408 ,0.96465 ,3.297427211,2.73218925,2.877489444,L1,2.718936741,0.63416 ,No,NA,NA,L1,2.35597 ,0.38098 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172725.9,protein_coding,CORO1B,TRUE,0.55533 ,0.98496 ,0.757187098,0.431729537,0.593353961,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,TRUE,FALSE,T3
ENSG00000172728.11,protein_coding,FUT10,TRUE,0.86167 ,0.14066 ,0.68077374,0.561456674,0.74398692,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172731.9,protein_coding,LRRC20,TRUE,0.76118 ,0.97392 ,0.233283093,0.229692043,0.27358593,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172732.7,protein_coding,MUS81,FALSE,0.45297 ,0.93878 ,0.163475417,0.240574289,0.330964665,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172733.10,protein_coding,PURG,TRUE,-0.26083 ,0.34318 ,0.09407247,0.135356439,0.219846672,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172748.7,protein_coding,ZNF596,FALSE,-0.89632 ,0.08608 ,0.28364166,0.21834365,0.075673386,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172757.7,protein_coding,CFL1,TRUE,-0.49111 ,0.59224 ,0.092698262,0.108373924,0.058756687,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172765.12,protein_coding,TMCC1,TRUE,-0.46931 ,0.10130 ,0.508591501,0.67880625,0.099571911,NA,NA,NA,L6,0.37957 ,0.55563 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172766.14,protein_coding,NAA16,TRUE,0.34504 ,0.87235 ,0.94752966,0.696168489,0.210914094,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172775.12,protein_coding,FAM192A,TRUE,0.89474 ,0.96521 ,0.134989187,0.137436781,0.101836074,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172782.7,protein_coding,FADS6,TRUE,NA,NA,0.638019731,0.357669595,0.05590921,L3,1.064956285,0.28986 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172794.14,protein_coding,RAB37,TRUE,0.79878 ,0.53646 ,0.414051467,0.716031245,1.246150153,L4,0.721721981,0.18250 ,L4,0.85688 ,0.28011 ,L4,1.16340 ,0.56225 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172795.11,protein_coding,DCP2,TRUE,0.59759 ,0.66596 ,0.319532607,0.101037334,0.099526207,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172799.5,pseudogene,ZBTB8OSP2,FALSE,-0.24718 ,0.30479 ,0.16078215,0.304268537,0.142339553,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172803.13,protein_coding,SNX32,TRUE,0.74479 ,-0.38062 ,0.269268097,0.189824347,0.285716085,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T1
ENSG00000172809.8,protein_coding,RPL38,TRUE,0.92522 ,0.44925 ,0.940897589,0.728069991,0.404184003,L1,0.613235835,0.65033 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000172817.3,protein_coding,CYP7B1,TRUE,0.27848 ,0.94756 ,2.021027489,2.259166267,1.625724077,L6,1.156588093,0.79397 ,L6,1.33404 ,0.68084 ,L6,0.89560 ,0.83729 ,NA,TRUE,FALSE,FALSE,T2
ENSG00000172819.12,protein_coding,RARG,TRUE,0.83392 ,0.73744 ,1.033265405,1.027093646,0.864317548,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172824.10,protein_coding,CES4A,TRUE,NA,NA,1.312787703,1.278085577,0.682557273,L6,0.525436118,0.82742 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172830.8,protein_coding,SSH3,TRUE,-0.58581 ,0.77855 ,1.200513367,1.121638171,0.496315417,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172831.7,protein_coding,CES2,TRUE,-0.86147 ,0.53837 ,0.078147415,0.10442389,0.224310169,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172840.2,protein_coding,PDP2,TRUE,0.89081 ,0.88139 ,0.263232028,0.186055753,0.341422578,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172845.9,protein_coding,SP3,TRUE,0.26257 ,0.86975 ,0.423633208,0.271342448,0.542956981,L6,0.328858453,0.58330 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172869.10,protein_coding,DMXL1,TRUE,-0.40698 ,0.44945 ,0.277945034,0.170418855,0.08933107,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172878.9,protein_coding,METAP1D,TRUE,0.38178 ,0.67882 ,0.138667794,0.192746198,0.5116061,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172888.7,protein_coding,ZNF621,TRUE,0.98114 ,0.79463 ,1.268237259,0.619527444,0.342890132,L6,0.664435232,0.70688 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172889.11,protein_coding,EGFL7,TRUE,0.91233 ,0.63751 ,0.152485742,0.431688274,0.19030722,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172890.6,protein_coding,NADSYN1,TRUE,0.78841 ,0.91065 ,1.071685241,1.062113976,0.720110454,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T2
ENSG00000172893.11,protein_coding,DHCR7,TRUE,0.06115 ,0.94726 ,0.889432259,1.115534082,0.234666633,NA,NA,NA,L6,0.56108 ,0.61992 ,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000172912.4,pseudogene,COX6B1P3,FALSE,NA,NA,0.401767228,0.142074331,0.111457907,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172915.14,protein_coding,NBEA,TRUE,0.93686 ,0.86716 ,0.188690117,0.156275627,0.245316184,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172922.4,protein_coding,RNASEH2C,TRUE,0.69361 ,0.80453 ,0.508386887,0.313890379,0.410081811,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172932.10,protein_coding,ANKRD13D,TRUE,-0.04968 ,0.83818 ,0.337552722,0.24127689,0.17738302,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172935.8,protein_coding,MRGPRF,TRUE,0.43154 ,0.93181 ,1.405739828,2.46387967,2.513995473,NA,NA,NA,L1,1.67329 ,0.47709 ,L1,2.21105 ,0.36262 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172936.8,protein_coding,MYD88,TRUE,0.96215 ,0.77731 ,1.433483552,1.086395639,0.842049056,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172939.4,protein_coding,OXSR1,TRUE,-0.27023 ,0.86851 ,0.170133686,0.066446459,0.109926444,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172943.14,protein_coding,PHF8,TRUE,0.27413 ,0.79189 ,0.944658075,0.913675755,0.526280235,NA,NA,NA,L6,0.41716 ,0.69578 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172954.9,protein_coding,LCLAT1,TRUE,0.75898 ,0.95242 ,0.124584867,0.243920928,0.13429821,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172965.8,processed_transcript,AC068491.1,TRUE,NA,NA,0.249929891,0.297155645,0.369752729,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172974.10,pseudogene,AC007318.5,TRUE,0.94189 ,0.81783 ,0.074044498,0.181324991,0.239159261,NA,NA,NA,No,NA,NA,L4,0.18676 ,0.44150 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172977.8,protein_coding,KAT5,FALSE,0.13875 ,0.34578 ,0.086355651,0.112146466,0.05650242,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172985.8,protein_coding,SH3RF3,TRUE,-0.57333 ,0.73169 ,0.372821272,0.285608814,0.29729399,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172986.8,protein_coding,GXYLT2,TRUE,0.63132 ,0.86323 ,1.480168543,0.324748333,0.64155389,L6,0.76952968,0.75486 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000172987.8,protein_coding,HPSE2,TRUE,-0.14818 ,0.84110 ,0.575660143,0.630028106,0.77226768,NA,NA,NA,No,NA,NA,L4,0.81874 ,0.48664 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000172992.7,protein_coding,DCAKD,TRUE,0.33937 ,0.78379 ,0.257516786,0.582614488,0.228433188,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000172995.12,protein_coding,ARPP21,TRUE,0.90925 ,0.98871 ,0.329408119,0.178187158,0.235653869,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
